ChinID	CF_kHz	Threshold_dBSPL	Q10local	Q10global	TTR_dB	SpontRate	HearingStatus	CF2LFpow
374	1.795553049	14.5553742219893	3.27830973378154	3.27830973378154	34.7789632438177	97.3666666666667	1	2.91951223084757
374	1.366847073	16.0700550891158	3.59605392001548	3.59605392001548	37.8493169066607	65.4666666666667	1	3.65724646336446
374	1.953774247	23.7957186291548	2.18228197629305	2.18228197629305	20.7589289815705	93.5666666666667	1	1.33420633875417
374	1.323395311	25.5636232780863	1.87822826735464	1.87822826735464	19.7309776988016	81.1	1	4.58210525953353
374	1.005098493	13.6752372071865	2.74888558291649	2.74888558291649	NaN	78.8666666666667	1	2.93411043146125
374	0.8650737676	28.3078615611342	1.5122998029595	1.5122998029595	NaN	91.2	1	1.06673755962544
374	1.658721421	10.1435030184164	3.81470513167326	3.81470513167326	36.2398791122047	81.1333333333333	1	3.41527908384944
374	1.862056413	22.0345048169592	2.00446791822902	2.00446791822902	29.6416526937453	6.4333	1	0.838079913937861
374	1.423625354	24.3774292828207	3.16986462387206	3.16986462387206	NaN	98.8333333333333	1	3.8772436191617
374	1.379115193	18.8377304254694	6.10478031405995	6.10478031405996	NaN	103.4	1	4.19531236081389
374	1.357132158	14.4136902622733	3.32157596204601	3.32157596204601	NaN	76.9	1	4.03018846431564
374	1.634220632	15.7403644309041	2.22657143691371	2.22657143691371	27.5020015347372	93.3333333333333	1	4.16725496163139
374	0.96099276	14.5049222080893	2.17223918714041	2.17223918714041	NaN	85.7	1	1.87115709216195
374	1.689927457	13.2853180101557	3.02048438098494	3.02048438098494	31.8379097565525	75.3666666666667	1	1.17250232709259
374	1.692273395	13.2051875548278	2.80535751037438	2.80535751037438	32.8916609991819	64.7	1	2.20665934306362
374	1.791213164	15.3736559366695	2.27100054140139	2.27100054140139	30.5239530069043	51.4666666666667	1	2.67095643517229
374	2.051227221	23.0596967477223	2.54706621094054	2.54706621094054	28.6030210955928	73.3	1	0.859829415409507
374	1.888391585	21.0520372307256	2.70935819290863	2.70935819290863	NaN	10.7333333333333	1	1.72975892678465
374	2.051227221	24.1708078588334	3.08232976573183	3.08232976573183	29.2974731285053	93.7667	1	1.02353934295402
374	1.784155586	13.700216009544	2.48743895736439	2.48743895736439	36.203284640009	72.8333333333333	1	2.45745732115984
374	0.9257715681	16.1036127680059	1.86603927350103	1.86603927350103	NaN	95.9	1	-3.32783266108822
374	1.129312863	17.6271635746106	4.13906535686037	4.13906535686037	32.2718733856609	76.8333333333333	1	-0.46472702975484
374	1.468967189	24.0154731241504	1.80245226042068	1.80245226042068	19.4883675462722	70.2	1	1.65017418596616
374	0.7494330542	14.8172876963275	2.38102296615399	2.381022966154	NaN	108.266666666667	1	1.12556691196531
374	1.955924949	18.2848292530273	3.17060610723036	3.17060610723036	34.1140972397054	88.8	1	1.35118672118406
374	1.746545838	16.6193830553292	2.89411740377213	2.89411740377213	32.4487345763103	68.7	1	2.09569220752439
374	0.7681928449	12.7940662577497	1.84992602669153	1.84992602669153	NaN	56.9	1	0.872457411396738
374	1.079841632	25.7830931681041	2.87187605006878	2.87187605006878	NaN	1.76666666666667	1	2.45606429786886
374	1.238958112	17.7412196793313	2.27536567155385	2.27536567155385	33.9254830660882	62.6	1	3.14518524906828
374	1.238958112	16.6301085682202	2.00930002045738	2.00930002045738	NaN	83.6	1	3.61648030685456
374	0.9689161501	12.2028393792242	3.29995324587269	3.29995324587269	NaN	83.4333333333333	1	0.740653247969874
374	1.042072236	19.6852028338724	3.73073653532206	3.73073653532206	NaN	97.7666666666667	1	2.50856717260248
374	1.079841632	20.671982056993	3.29613410007266	3.29613410007266	NaN	110.933333333333	1	3.16110479150777
374	1.042072236	16.3518695005391	2.94704913637861	2.94704913637861	NaN	92.3666666666667	1	2.58046574430995
394	1.042072236	6.27043692038476	1.50133508807378	1.50133508807378	26.4024939411562	64.1	1	-6.09305694307142
394	0.9689161501	20.4826557106307	1.28078691456557	1.28078691456557	19.1837121728653	12.5	1	-6.36283047784789
394	1.835843532	15.6761038804701	2.62868822188675	2.62868822188675	18.2321087849768	53.6666666666667	1	-3.79268172022211
394	1.033797776	7.10003059963178	2.06091710752654	2.06091710752654	27.7753721636542	27.3666666666667	1	-2.28018591469998
394	1.071390222	9.89566851665029	2.51005563020489	2.51005563020489	31.5932135809359	37.2666666666667	1	-2.82782490569463
394	1.033797776	3.10003059963178	2.4823490029485	2.4823490029485	27.2793548042488	65.3666666666667	1	-3.54193162540724
394	0.8247797648	5.9173015267128	1.51446687274523	1.51446687274523	25.5401955013815	61.8333333333333	1	-3.83394342031914
394	0.7926577149	7.95492998706992	1.64272674173657	1.64272674173657	23.5853421573685	17.4	1	-3.14904133744326
394	1.610017957	11.9373239660074	1.34347986387625	1.34347986387625	16.5547592401814	59.1333333333333	1	-2.64682006126904
394	1.915036453	12.76594093284	3.34050561756742	3.34050561756741	25.3535539610984	62.6666666666667	1	2.05635822567606
394	1.915036453	30.0992742661733	1.92592653417047	1.42537599285325	17.7589707773767	1.5	1	0.560761462943162
394	1.209318172	11.8485729599897	1.6056738711384	1.6056738711384	16.7977485175184	60.2333333333333	1	-2.28227314417751
394	0.9789297734	14.5832134686648	1.43878413536878	1.43878413536878	17.3764096948299	9.9	1	-3.35440307008906
