ChinID	CF_kHz	Threshold_dBSPL	Q10local	Q10global	TTR_dB	SpontRate	HearingStatus	CF2LFpow
394	1.423625354	12.8028257750257	1.20167003863064	1.20167003863064	19.8000725392949	62.5666666666667	1	-1.67002659435687
394	1.090519796	11.1441658338213	1.46564610159668	1.46564610159668	33.6563672122582	31.6333333333333	1	-0.618846457156565
394	1.379115193	12.8270037416016	1.30475464855476	1.30475464855476	20.4813040431118	67.3	1	-0.84697969878323
394	1.335433097	15.7860692556546	1.10011757069625	1.10011757069625	12.621781924464	36.5	1	-1.68068472216831
395	1.033797776	18.7199054033186	1.18176065501243	1.18176065501243	18.6784221799131	55.8666666666667	1	-2.08231223220363
395	1.446151912	12.8394684561481	2.28727021940934	2.28727021940934	25.5187219789505	60.8333333333333	1	6.04947610885628
395	0.7612986891	27.9543819922902	1.81031666960343	1.81031666960343	27.5369511222902	0.5	1	1.14670850463136
395	1.357132158	38.6402225638944	2.2604644784497	2.2604644784497	NaN	0.166666666666667	1	4.12460012095869
395	1.357132158	13.9735558972277	2.08602301311835	2.08602301311835	24.6844434900219	76.5	1	5.11553584319935
395	1.357132158	13.306889230561	1.9980432876376	1.9980432876376	33.8355298787866	61.8666666666667	1	5.56365710385728
395	1.313863453	33.2780249812393	2.29875277102846	2.29875277102846	27.6891901977329	0.0666666666666667	1	4.92799663399103
395	1.446151912	14.6172462339259	1.68558334359954	1.68558334359954	22.1579608037492	83.3333333333333	1	4.56011708789234
395	1.071390222	12.6493196910049	1.82712297328978	1.82712297328978	27.4392157644696	35.6	1	4.06340437110711
395	1.271417278	15.5764699880696	1.80296355620903	1.80296355620903	22.4937884263814	70.9	1	6.03544701161792
395	0.7306977911	17.6605564498106	1.05421486778031	1.05421486778031	30.3201549375846	17.4	1	0.763483817703502
395	1.094371421	14.4837958823105	2.09344803983737	2.09344803983737	20.6743251801272	50.3666666666667	1	0.549562101086309
395	1.888391585	25.2063824470989	1.51314161889749	1.51314161889749	17.4954322855044	9.76666666666667	1	3.49741518575021
395	0.9825424037	24.2056666186036	1.37392193334321	1.37392193334321	29.6427930536356	2.16666666666667	1	1.32146534875562
338	1.996080393	-14.6734817660219	3.88210056930432	3.88210056930432	NaN	40.5	1	-9.09254679236079
338	1.644947748	2.7990627620301	5.10289899846736	5.10289899846736	NaN	77.8333333333333	1	-1.65395016601968
338	1.627583876	25.0427241606469	2.69082649685886	2.04228965800908	NaN	78.1333333333333	1	-1.47745607191044
341	1.456139686	5.05989539154542	4.45141896158087	4.45141896158087	NaN	43.9	1	-4.89311862167051
341	1.900059238	29.8289882021333	2.21978091722533	2.21978091722533	22.2625738198796	88.4	1	-0.543644988748326
354	1.733324597	23.1398082509345	2.27509040473008	2.27509040473008	NaN	81.2333333333333	1	5.07817672515688
354	2.340103181	30.6368157101809	2.734322023126	2.734322023126	NaN	72.3	1	3.32067581619236
354	1.634220632	28.5124533962477	2.32756645233068	2.32756645233068	NaN	12.5	1	5.89562216281266
355	0.7769109151	12.9496065192052	2.18851650725837	2.18851650725837	37.3959820910121	62.2666666666667	1	-2.56160115201479
355	2.198762385	35.1705479152972	3.47719887533653	2.27168539626076	NaN	79.8	1	1.05601317758706
355	1.052527707	34.0500443104078	1.63067769614848	1.63067769614848	13.6217151487179	81.9	1	2.26084037706397
355	1.173487823	20.3658267435279	3.04246295975265	3.04246295975265	NaN	86.6666666666667	1	5.55933738638328
355	1.133797439	19.7900847349669	2.85136118458868	2.85136118458867	NaN	63.4666666666667	1	5.78607272184698
355	1.094912572	29.9500503880533	1.33112955673687	1.33112955673687	12.501850437372	65.0333333333333	1	-0.157998053763663
355	1.213987722	18.1667556042622	3.69806404047211	3.69806404047211	NaN	66.1333333333333	1	2.81127044528736
355	1.34038343	23.6798888072604	6.24779734519156	6.24779734519156	NaN	74.2333333333333	1	1.87138244906291
355	1.379115193	29.728816783385	6.42480071665656	3.02285882125705	NaN	69.3666666666667	1	3.98641799193572
355	1.658721421	40.1707541145185	5.87233158248321	3.07389997207327	35.1033608586196	72.3333333333333	1	1.88303321291019
355	2.079177187	32.674722811514	2.59988515759499	2.59988515759499	15.4860131269565	18.5333333333333	1	1.89734713963179
358	1.129312863	49.5155374985553	1.09846401347784	1.09846401347784	8.47561301179536	20.2666666666667	0	-6.45725567842416
358	0.8744338082	36.1766978750083	1.17476343932215	1.17476343932215	9.90015476641259	43.5	0	-7.01493163647095
358	1.610017957	60.7033629118713	1.07801067130734	1.07801067130734	7.53839694606234	43.1	0	-4.77785228579594
358	1.468967189	56.4133011065143	1.28789522791274	1.28789522791274	14.2214711029331	23.7666666666667	0	-7.30226730601936
358	1.094371421	47.1716036512355	0.940695602906441	0.940695602906441	3.95284085480309	45.4333333333333	0	-7.55030177852458
358	1.411125882	55.7673310187308	0.922244450651364	0.922244450651364	-0.667467184550233	38.4333333333333	0	-3.53509495745075
358	2.040634161	54.3651985418696	0.993959389814545	0.993959389814545	0.378459972155596	44.6333333333333	0	-1.30954083705851
360	1.825911607	41.0026080512516	2.28837818897822	1.51375350410223	17.3378576219865	51.5	0	-3.27525973814204
360	2.499123799	50.2199666075493	1.03951167530135	1.03951167530135	6.07762450182357	30.3666666666667	0	-1.11746201518386
360	1.56691828	43.9507736723471	1.7214864392303	1.7214864392303	23.91415387395	68.1	0	-1.66207992517795
360	1.383538567	56.8625611164621	1.59181264019508	1.59181264019508	19.6426416528317	7.23333333333333	0	1.11518333936425
360	1.996080393	69.5852290861171	1.10837637475195	1.10837637475195	0.562829473239731	1.7	0	-2.61640322252009
360	1.411125882	66.6209876066582	1.23549587816338	1.23549587816338	13.8444541431789	6.03333333333333	0	1.37387294965038
360	1.411125882	49.5098764955471	1.32183534918956	1.32183534918956	12.8869369093117	36.9666666666667	0	-3.59983728321737
360	1.366847073	43.7646934524758	3.06841349191894	3.06841349191894	22.4637356772523	24.7666666666667	0	-2.25821123850588
360	1.456235365	64.5371300127787	1.06441423542139	1.06441423542139	1.92948725553178	18.1	0	-5.7749171740906
360	1.456235365	62.0926855683343	1.073751092199	1.073751092199	9.13310343785368	28.1666666666667	0	-4.24368442512369
360	1.366847073	51.3202490080313	1.16445403381899	1.16445403381899	12.3762330666805	31.5333333333333	0	-1.79489341878437
360	2.008244458	62.2132323758847	1.06587941243643	1.06587941243643	1.46771037250047	24.9	0	-3.71056366070025
360	1.696345465	56.1820846274937	1.06307692547307	1.06307692547307	13.776627715918	41.3333333333333	0	-0.710319495694762
360	0.8320128448	66.2217809100626	1.42751063121842	1.42751063121842	18.1030051578244	24.7333333333333	0	-3.38174403759092
360	1.456235365	62.7593522350009	1.16330219793763	1.16330219793763	5.4828496004374	27.9	0	0.308379690452142
360	0.9335208735	62.3961259810743	1.36951928046709	1.36951928046709	21.2859422066656	57.4666666666667	0	1.67695885520277
360	1.157784005	61.2665720514845	1.41227040779252	1.41227040779252	NaN	36.5	0	4.75307410806928
360	1.366847073	68.6535823413647	0.984113615942019	0.984113615942019	7.653791208562	31.6	0	-4.36748860569213
360	1.197965106	64.40152599077	1.30092754471452	NaN	NaN	11.2333333333333	0	4.82892785346712
360	1.157784005	59.4887942737067	2.33768724926525	2.33768724926525	19.3861650206185	26.6	0	0.344824260947206
360	1.238958112	56.7110893382059	1.79368134976975	1.79368134976975	30.968931103901	54.6333333333333	0	5.39916687535131
360	1.238958112	68.2666448937614	1.06160013805082	1.06160013805082	7.2794915221907	47.3333333333333	0	-4.53982969993942
360	1.335433097	60.4934174349874	1.57332481557647	1.57332481557647	19.2543756791233	28.1333333333333	0	1.58119500416669
360	1.379115193	66.9773808410066	1.9663872795521	1.9663872795521	17.1554975808327	41.7333333333333	0	2.62403841364798
360	1.335433097	67.8267507683207	1.02721814149975	1.02721814149975	4.32574602439055	44.9333333333333	0	-2.02929083860343
360	2.355831896	70.9256593295307	1.2931362808646	1.2931362808646	14.7243604824903	93.1333333333333	0	2.27047962192211
361	1.797600809	82.2704273305835	NaN	0.969551926080436	-17.6401038345293	13.9	0	-8.05146522545587
361	1.598495508	78.4652569664462	2.33341796757759	0.969977669181661	-7.36159528265655	34.7	0	-7.56510591589429
361	2.010429716	80.2768814998138	4.68024627019541	1.01518180465987	-3.14555129746635	21.9333333333333	0	-1.19871890810072
361	2.296063152	75.749872867902	1.84049592949925	1.84049592949925	11.7787653162433	15.1	0	4.58968688719068
361	1.955924949	83.7442842838124	NaN	0.955113147453337	-10.2564355590429	23.7333333333333	0	-6.03471558264681
362	2.040634161	39.8786620685596	2.75225509621953	2.75225509621953	16.0700679415039	42.2	0	-2.69409179729959
362	0.9191379225	38.5350104635237	1.80805030804281	1.80805030804281	20.5493005449091	74.7	0	-4.24942352507318
362	1.141432781	70.1545392130696	1.76218173166764	1.76218173166764	15.5657427602381	0.2	0	-0.508096209883803
362	1.985653483	55.7122172250535	2.10878974717785	0.899210616185863	6.87968498532804	28.7666666666667	0	-4.08692998652373
362	1.437512928	77.6547897426777	1.25605527903117	1.25605527903117	12.023719741413	0.166666666666667	0	-2.25241177105252
362	1.538072683	65.80610638638	1.68936843780273	1.68936843780273	14.720450985083	2.3	0	-4.77452416395766
362	1.995576807	55.7077989498365	1.70820295446442	1.70820295446442	16.1994054539809	8.13333333333333	0	-8.45350620698525
362	2.106726663	58.4977484361838	1.45232524367291	1.45232524367291	11.6390572336211	40.7333333333333	0	-5.47482982663715
362	1.899885076	56.4624596189086	1.13500190961834	1.13500190961834	11.9318103393032	44.4666666666667	0	-7.72633291698992
362	1.491485161	72.4204101650759	NaN	0.86843866466286	1.32225216901453	9.26666666666667	0	-6.20576391280082
362	1.887903947	62.9270877636968	1.98344804133472	0.876054129713927	6.09916357737842	13.6333333333333	0	-3.95959248880411
367	1.713080784	57.0685416062024	1.10049216884423	1.10049216884423	19.8655651237518	34.3	0	3.77182245387681
367	1.902287248	53.7238488784665	1.24469746986156	1.24469746986156	9.08797018476662	44.1333333333333	0	1.90438716547411
367	1.646996451	57.2166254724565	1.37858289672119	1.37858289672119	18.8082668905145	24.1666666666667	0	2.95343208973918
367	1.744425815	40.8115239972445	1.16059179501311	1.16059179501311	15.0894715170835	30.5333333333333	0	-0.065783523561123
367	1.744425815	37.2388171675892	1.58804032895699	1.58804032895699	15.8410871541951	22.5	0	-3.77531630313024
367	1.129312863	39.5073019075714	1.44389472619223	1.44389472619223	15.6621272419649	36.4333333333333	0	-3.64489551736943
367	1.250538353	33.3613597464624	1.61807616903862	1.61807616903862	17.2297291450146	44.2333333333333	0	-8.4063138604817
367	1.915036453	66.8333388514754	1.31104885865386	1.08685771274277	9.09938517225653	50.1	0	-1.50065384927041
367	1.335433097	39.6973367898173	1.33654913449894	1.33654913449894	15.651161011425	61.5	0	-6.36589316816591
370	0.9900664815	35.872341214328	NaN	1.01791553901043	-0.174198875166262	23.8	0	-7.45683523506068
370	0.8185895307	29.4357993715218	1.43041683603958	1.43041683603958	20.5635328013695	32.1333333333333	0	-5.44874745508807
370	0.9257715681	29.0498488651004	1.40305219816468	1.40305219816468	16.6621919480946	44	0	-4.67803055252384
370	0.8913320344	28.8882187575251	1.44410578085696	1.44410578085696	19.1157858816301	32.0666666666667	0	-6.00775152913761
370	0.8513324837	48.4894693260512	1.45330211215466	1.45330211215466	14.3084829378219	0.733333333333333	0	-2.54195455368239
370	1.148975953	36.0559103698714	2.03397051290748	0.919317123807254	7.10928086858345	28.7666666666667	0	-4.23236018070941
370	1.188977395	38.238936886703	1.994110617227	1.00144054339983	9.61343857836555	40.0666666666667	0	-1.67257769157968
370	1.634220632	39.5181050295772	1.14685599829721	1.14685599829721	10.123441518683	29.2666666666667	0	-1.37856208124651
370	0.7306977911	30.7550046829028	1.11613949455991	1.11613949455991	18.1607111820068	26.7	0	-4.49976093986885
370	0.8576696369	38.3803606798674	1.08691779819567	1.08691779819567	5.48499033312346	22.0666666666667	0	-6.58293173036785
370	1.071390222	34.5356964334499	1.48294380013157	1.48294380013157	18.0485988058416	47.0666666666667	0	-7.83139387514839
370	0.7612986891	38.467407917876	1.12270834108889	1.12270834108889	11.3371968359226	5.53333333333333	0	-3.76124295337505
370	1.188977395	36.9056035533696	2.14835100807472	1.20840432612577	11.5967288720393	35.4666666666667	0	-4.43823455218197
370	0.9970000454	29.9456176797145	1.45812935117093	1.45812935117093	16.8595633625828	11.4	0	-6.97362138484087
370	1.683347362	50.2288490698487	1.22009264107983	0.829880093563001	9.09426629390242	22.0333333333333	0	1.15486246909387
370	1.985653483	53.3536506651931	NaN	0.840161184038984	-1.62242856194875	32.3333333333333	0	0.990117970370875
373	0.7029622121	22.555601602045	1.47537993032059	1.47537993032059	24.7861409738275	30.8	1	-0.739540660052398
373	1.135152159	25.6695234488128	1.89965774004488	1.89965774004488	28.734019192238	101.633333333333	1	5.31852959162765
373	0.8600541465	21.0658755446115	2.02383599759688	2.02383599759688	NaN	3.3	1	6.67158415693635
373	1.115617217	34.9727615756969	2.06767716934424	2.06767716934424	NaN	2.83333333333333	1	0.419352261523301
379	0.7494330542	11.9536280298341	1.91778797251201	1.91778797251201	NaN	124.8	1	3.07651659208705
379	0.8271091165	9.90982561865712	1.36988483414552	1.36988483414552	27.2719893560825	80.0333333333333	1	2.34135582027253
379	0.9833143338	10.8633640447534	1.94137501474234	1.94137501474234	32.2838154212416	86.5	1	1.259560773148
379	0.8989082468	40.418536411604	2.41949766610498	2.41949766610498	NaN	0.166666666666667	1	0.361554425737154
379	1.34038343	12.018573766004	2.61857043019707	2.61857043019707	33.1727689271149	103.066666666667	1	5.59201152110413
379	1.520474845	8.63366920556586	3.01234881601958	3.01234881601958	29.0854637057043	101.366666666667	1	1.90126409727449
379	1.713990938	11.3393237210949	2.47258861938747	2.47258861938747	27.8575671770886	106.3	1	1.12782511233257
379	1.323395311	18.5357427671473	1.7903816508635	1.7903816508635	25.6205436972662	94.8333333333333	1	4.51961680059998
379	1.323395311	18.0912983227029	1.89002469794661	1.89002469794661	18.1433923690075	115	1	0.716803434388254
379	0.7681928449	7.42394077833127	1.44989959992249	1.44989959992249	28.5868425444427	71.1666666666667	1	-1.50721415456394
379	0.7681928449	31.6461630005535	1.59853880311189	1.59853880311189	NaN	0.0333333333333333	1	4.7168356213362
379	0.8869636541	10.0489246236126	2.29251037527626	2.29251037527626	37.1888113554313	81.1666666666667	1	0.0394640682622764
379	0.7029622121	9.31744700146477	1.30558054874448	1.30558054874448	26.3013080905389	60.8666666666667	1	-2.38301733669684
379	0.7635187514	5.97533282968881	1.87616771821083	1.87616771821083	29.7024798227313	51.5333333333333	1	-2.87317259512605
