UnitID	ChinID	CF_kHz	Threshold_dBSPL	Q10local	Q10global	TTR_dB	SpontRate	HearingStatus	StimSNR	RespCorr	RespCorrRaw
321_2_8	321	3.535490887	12.8991282056133	5.30739668997365	5.30739668997365	44.1128901643884	3.96666666666667	1	-5	0.0107783103405214	0.0107783103405214
321_2_8	321	3.535490887	12.8991282056133	5.30739668997365	5.30739668997365	44.1128901643884	3.96666666666667	1	0	0.0183922263381439	0.0183922263381439
321_2_10	321	4.228609837	15.8659941850008	5.33036528456624	5.33036528456624	NaN	4.73333333333333	1	-10	0.00739028472291327	0.00739028472291327
321_2_12	321	4.144973038	-3.13040814966208	5.70011601470219	5.70011601470219	NaN	102.333333333333	1	-5	0.00333163273055814	0.00333163273055814
321_2_12	321	4.144973038	-3.13040814966208	5.70011601470219	5.70011601470219	NaN	102.333333333333	1	0	0.00358069514801485	0.00358069514801485
321_2_13	321	4.144973038	21.3140362947824	4.51840508214276	4.51840508214275	NaN	1.9	1	-10	0.001	-5.68501093625023e-05
321_2_13	321	4.144973038	21.3140362947824	4.51840508214276	4.51840508214275	NaN	1.9	1	-5	0.0114922364099974	0.0114922364099974
321_2_13	321	4.144973038	21.3140362947824	4.51840508214276	4.51840508214275	NaN	1.9	1	0	0.0220554728231186	0.0220554728231186
322_1_2	322	3.475609728	8.79882383137334	5.09470889983411	5.0947088998341	52.7839281308402	4.9	1	-5	0.00402307734205902	0.00402307734205902
322_1_3	322	3.326978166	8.11626859030612	6.69271588092881	6.69271588092881	NaN	6.7	1	-10	0.00372349133984522	0.00372349133984522
322_1_5	322	7.705316109	1.81580927888827	10.4914259351071	10.4914259351071	NaN	81.5666666666667	1	-10	0.001	-0.00583420748330229
322_1_5	322	7.705316109	1.81580927888827	10.4914259351071	10.4914259351071	NaN	81.5666666666667	1	-5	0.0215747345632754	0.0215747345632754
322_1_5	322	7.705316109	1.81580927888827	10.4914259351071	10.4914259351071	NaN	81.5666666666667	1	0	0.0143958671982031	0.0143958671982031
322_2_1	322	6.308662272	-0.903020397762388	10.1885538976649	10.1885538976649	NaN	44.1666666666667	1	-10	0.00740476420689722	0.00740476420689722
322_2_1	322	6.308662272	-0.903020397762388	10.1885538976649	10.1885538976649	NaN	44.1666666666667	1	-5	0.0243314744562217	0.0243314744562217
322_2_1	322	6.308662272	-0.903020397762388	10.1885538976649	10.1885538976649	NaN	44.1666666666667	1	0	0.0308455216855903	0.0308455216855903
322_3_1	322	4.257209676	4.87141617659716	7.1393524181797	7.1393524181797	NaN	7.6	1	-10	0.00704749335568823	0.00704749335568823
322_3_1	322	4.257209676	4.87141617659716	7.1393524181797	7.1393524181797	NaN	7.6	1	-5	0.0228946952547373	0.0228946952547373
322_3_1	322	4.257209676	4.87141617659716	7.1393524181797	7.1393524181797	NaN	7.6	1	0	0.0488265216699313	0.0488265216699313
322_3_2	322	5.149289271	8.86663608070904	4.51906141629419	4.51906141629419	NaN	10.3	1	-10	0.001	-0.00530663746904406
322_3_2	322	5.149289271	8.86663608070904	4.51906141629419	4.51906141629419	NaN	10.3	1	-5	0.0145267589990373	0.0145267589990373
322_3_2	322	5.149289271	8.86663608070904	4.51906141629419	4.51906141629419	NaN	10.3	1	0	0.0330151565912551	0.0330151565912551
322_4_1	322	5.302743749	6.64002410617219	7.79021951121807	7.79021951121806	NaN	59.0333333333333	1	-10	0.00678944260343116	0.00678944260343116
322_4_1	322	5.302743749	6.64002410617219	7.79021951121807	7.79021951121806	NaN	59.0333333333333	1	-5	0.00144827907540264	0.00144827907540264
322_4_1	322	5.302743749	6.64002410617219	7.79021951121807	7.79021951121806	NaN	59.0333333333333	1	0	0.00989491346895197	0.00989491346895197
322_4_3	322	7.128534282	35.178286709762	4.76582324335677	4.76582324335677	NaN	0.633333333333333	1	-10	0.00237843044424983	0.00237843044424983
322_4_4	322	6.576733872	13.5265079037037	5.9736717572697	5.9736717572697	NaN	70.9666666666667	1	-5	0.00963978421580039	0.00963978421580039
322_4_7	322	7.023259975	20.8077251863848	4.51780646331421	4.51780646331421	NaN	8.33333333333333	1	-10	0.00433157017779791	0.00433157017779791
322_4_7	322	7.023259975	20.8077251863848	4.51780646331421	4.51780646331421	NaN	8.33333333333333	1	-5	0.0206497959233961	0.0206497959233961
322_4_7	322	7.023259975	20.8077251863848	4.51780646331421	4.51780646331421	NaN	8.33333333333333	1	0	0.0259418163190669	0.0259418163190669
325_1_15	325	4.657330784	17.4047128259065	4.39328732225328	4.39328732225328	NaN	21.1666666666667	1	-10	0.00826461200680592	0.00826461200680592
325_1_15	325	4.657330784	17.4047128259065	4.39328732225328	4.39328732225328	NaN	21.1666666666667	1	-5	0.0110506021518399	0.0110506021518399
325_1_16	325	4.657330784	4.73804615923981	7.71835707236069	7.71835707236068	NaN	17.1333333333333	1	-10	0.00182416358475049	0.00182416358475049
325_1_16	325	4.657330784	4.73804615923981	7.71835707236069	7.71835707236068	NaN	17.1333333333333	1	-5	0.00519700749967331	0.00519700749967331
325_1_16	325	4.657330784	4.73804615923981	7.71835707236069	7.71835707236068	NaN	17.1333333333333	1	0	0.0294450861221461	0.0294450861221461
325_1_17	325	4.657330784	6.73804615923981	5.65079811026023	5.65079811026023	NaN	21.0666666666667	1	-10	0.00335757305235711	0.00335757305235711
325_1_18	325	3.977131455	7.57098434144718	5.61535221955042	5.61535221955042	NaN	17.1	1	-10	0.0132479646501497	0.0132479646501497
325_1_18	325	3.977131455	7.57098434144718	5.61535221955042	5.61535221955042	NaN	17.1	1	-5	0.0252431367400141	0.0252431367400141
325_1_18	325	3.977131455	7.57098434144718	5.61535221955042	5.61535221955042	NaN	17.1	1	0	0.0499339454149537	0.0499339454149537
325_1_19	325	3.816539839	8.69729724758476	4.52606094538542	4.52606094538542	NaN	25.0333333333333	1	-10	0.001	-0.00325172791030308
325_1_19	325	3.816539839	8.69729724758476	4.52606094538542	4.52606094538542	NaN	25.0333333333333	1	-5	0.00580920762073542	0.00580920762073542
338_1_1	338	6.15315009	-11.3638482987935	7.95352191335953	7.95352191335952	71.454737691076	1.86666666666667	1	-10	0.027620058115346	0.027620058115346
338_1_1	338	6.15315009	-11.3638482987935	7.95352191335953	7.95352191335952	71.454737691076	1.86666666666667	1	-5	0.0641714430592513	0.0641714430592513
338_1_1	338	6.15315009	-11.3638482987935	7.95352191335953	7.95352191335952	71.454737691076	1.86666666666667	1	0	0.0894071670342553	0.0894071670342553
338_1_3	338	7.705316109	34.6951181392394	3.52977976355708	3.52977976355708	25.8441387350248	43.2	1	-10	0.028405067610241	0.028405067610241
338_1_3	338	7.705316109	34.6951181392394	3.52977976355708	3.52977976355708	25.8441387350248	43.2	1	-5	0.0199689026319427	0.0199689026319427
338_1_3	338	7.705316109	34.6951181392394	3.52977976355708	3.52977976355708	25.8441387350248	43.2	1	0	0.0300878943881779	0.0300878943881779
338_1_4	338	6.685104632	38.5752837813678	2.4573858016856	2.4573858016856	NaN	23.7333333333333	1	-10	0.0148708319656712	0.0148708319656712
338_1_4	338	6.685104632	38.5752837813678	2.4573858016856	2.4573858016856	NaN	23.7333333333333	1	-5	0.0383028148898553	0.0383028148898553
338_1_4	338	6.685104632	38.5752837813678	2.4573858016856	2.4573858016856	NaN	23.7333333333333	1	0	0.0413168060179362	0.0413168060179362
338_1_5	338	6.469354636	38.856926614103	2.81138979606032	2.81138979606032	NaN	0.7	1	-10	0.0214313106107244	0.0214313106107244
338_1_5	338	6.469354636	38.856926614103	2.81138979606032	2.81138979606032	NaN	0.7	1	-5	0.0358258827179382	0.0358258827179382
338_1_5	338	6.469354636	38.856926614103	2.81138979606032	2.81138979606032	NaN	0.7	1	0	0.033641481890461	0.033641481890461
338_2_2	338	5.435697359	-10.8520144482037	5.95356823229181	5.95356823229182	NaN	9.5	1	0	0.001	-0.00348317054040428
338_2_3	338	5.495854974	-0.278078927305783	11.9988670437348	11.9988670437348	NaN	76.2333333333333	1	0	0.00890819695573594	0.00890819695573594
338_3_1	338	3.816539839	-15.4222030771243	4.47359827144829	4.47359827144828	NaN	58.0666666666667	1	-10	0.00302925652270636	0.00302925652270636
338_3_1	338	3.816539839	-15.4222030771243	4.47359827144829	4.47359827144828	NaN	58.0666666666667	1	-5	0.00877807426328117	0.00877807426328117
338_3_1	338	3.816539839	-15.4222030771243	4.47359827144829	4.47359827144828	NaN	58.0666666666667	1	0	0.0209560853260388	0.0209560853260388
338_4_1	338	3.977131455	51.4620582464228	2.06610302627897	2.06610302627897	NaN	0.6	1	-5	0.0087052362937508	0.0087052362937508
341_1_1	341	4.309632294	-11.992951249134	9.99806614001439	9.99806614001437	53.6294955987153	84.8	1	-5	0.0138378439504941	0.0138378439504941
341_1_1	341	4.309632294	-11.992951249134	9.99806614001439	9.99806614001437	53.6294955987153	84.8	1	0	0.0115941128450099	0.0115941128450099
341_1_2	341	3.977131455	-12.3202478500813	8.97853205073127	8.97853205073129	NaN	86.8	1	-10	0.00962150119065222	0.00962150119065222
341_1_3	341	3.582678948	3.71805646894375	5.1230245101476	5.1230245101476	NaN	86.1	1	-10	0.00394616432729546	0.00394616432729546
341_1_4	341	4.395127191	8.94372507262923	7.52563098218263	7.52563098218263	NaN	11.5666666666667	1	-10	0.001	0.000374400180332246
341_1_5	341	4.568974493	17.1157595255166	4.82241833445834	4.82241833445835	NaN	25.1333333333333	1	-10	0.001	0.00069545720208395
341_1_5	341	4.568974493	17.1157595255166	4.82241833445834	4.82241833445835	NaN	25.1333333333333	1	-5	0.00494981263866485	0.00494981263866485
341_1_5	341	4.568974493	17.1157595255166	4.82241833445834	4.82241833445835	NaN	25.1333333333333	1	0	0.0147523798420889	0.0147523798420889
341_1_6	341	3.283889696	-3.60970362757007	6.2614993347464	6.26149933474639	NaN	87.6	1	-10	0.001	-0.00611031098355796
341_1_6	341	3.283889696	-3.60970362757007	6.2614993347464	6.26149933474639	NaN	87.6	1	-5	0.00408999076296537	0.00408999076296537
341_1_6	341	3.283889696	-3.60970362757007	6.2614993347464	6.26149933474639	NaN	87.6	1	0	0.001	-0.00343850980581303
341_1_12	341	3.509759167	33.2749031690619	3.47475117006791	3.47475117006791	NaN	96.4333333333333	1	-10	0.001	0.000703316914034358
341_1_12	341	3.509759167	33.2749031690619	3.47475117006791	3.47475117006791	NaN	96.4333333333333	1	-5	0.0017433498971939	0.0017433498971939
341_1_12	341	3.509759167	33.2749031690619	3.47475117006791	3.47475117006791	NaN	96.4333333333333	1	0	0.001	-0.00408895370107837
341_1_13	341	5.020351289	29.1051902765006	3.15526827893666	3.15526827893666	NaN	9.33333333333333	1	-10	0.00567333533890482	0.00567333533890482
341_1_13	341	5.020351289	29.1051902765006	3.15526827893666	3.15526827893666	NaN	9.33333333333333	1	-5	0.0115603631144349	0.0115603631144349
341_1_13	341	5.020351289	29.1051902765006	3.15526827893666	3.15526827893666	NaN	9.33333333333333	1	0	0.0185718925723512	0.0185718925723512
341_1_17	341	5.113514577	24.0875356907011	4.90994237063329	4.90994237063329	NaN	94.3666666666667	1	-10	0.001	0.000328253714172458
341_1_17	341	5.113514577	24.0875356907011	4.90994237063329	4.90994237063329	NaN	94.3666666666667	1	-5	0.001	-0.00142937224281778
341_1_17	341	5.113514577	24.0875356907011	4.90994237063329	4.90994237063329	NaN	94.3666666666667	1	0	0.00375109097554861	0.00375109097554861
341_1_18	341	3.659698553	20.0870519345621	3.62613640719271	3.6261364071927	NaN	79.8333333333333	1	-10	0.001	0.000973172924954371
341_1_18	341	3.659698553	20.0870519345621	3.62613640719271	3.6261364071927	NaN	79.8333333333333	1	-5	0.001	-0.00328505282773182
341_1_19	341	4.225087277	7.39975724539807	4.29099061563906	4.29099061563906	NaN	79.8666666666667	1	-10	0.00253297778480906	0.00253297778480906
341_1_19	341	4.225087277	7.39975724539807	4.29099061563906	4.29099061563906	NaN	79.8666666666667	1	-5	0.00895493052696313	0.00895493052696313
341_1_19	341	4.225087277	7.39975724539807	4.29099061563906	4.29099061563906	NaN	79.8666666666667	1	0	0.0111616821560021	0.0111616821560021
343_1_3	343	5.398813219	16.0073211970556	5.88431863267929	5.88431863267929	NaN	36.1666666666667	1	-5	0.00575946512505693	0.00575946512505693
343_1_4	343	5.398813219	14.2295434192779	6.08636378862841	6.08636378862842	NaN	27	1	-10	0.00622138931196536	0.00622138931196536
343_1_4	343	5.398813219	14.2295434192779	6.08636378862841	6.08636378862842	NaN	27	1	-5	0.00326889633282032	0.00326889633282032
343_1_4	343	5.398813219	14.2295434192779	6.08636378862841	6.08636378862842	NaN	27	1	0	0.00941603904588001	0.00941603904588001
343_1_5	343	4.602549087	9.66216035131478	6.53963063054057	6.53963063054057	NaN	23.5666666666667	1	-10	0.0163092208112134	0.0163092208112134
343_1_5	343	4.602549087	9.66216035131478	6.53963063054057	6.53963063054057	NaN	23.5666666666667	1	0	0.0207415881134409	0.0207415881134409
343_1_6	343	5.402310572	18.6289900186279	6.42179722527277	6.42179722527277	NaN	58.9666666666667	1	-10	0.001	-0.00146373141746557
343_1_6	343	5.402310572	18.6289900186279	6.42179722527277	6.42179722527277	NaN	58.9666666666667	1	-5	0.0132768924472911	0.0132768924472911
343_1_6	343	5.402310572	18.6289900186279	6.42179722527277	6.42179722527277	NaN	58.9666666666667	1	0	0.0103114554902012	0.0103114554902012
343_1_7	343	5.499387572	19.5608241289461	5.65358095492233	5.65358095492232	NaN	52.7333333333333	1	-10	0.00923716053324029	0.00923716053324029
343_1_7	343	5.499387572	19.5608241289461	5.65358095492233	5.65358095492232	NaN	52.7333333333333	1	-5	0.0124891124162777	0.0124891124162777
343_1_7	343	5.499387572	19.5608241289461	5.65358095492233	5.65358095492232	NaN	52.7333333333333	1	0	0.00806531045097666	0.00806531045097666
343_1_9	343	6.631898869	23.290454383924	5.17110242307708	5.17110242307708	NaN	53.3666666666667	1	-10	0.0143764595748017	0.0143764595748017
343_1_9	343	6.631898869	23.290454383924	5.17110242307708	5.17110242307708	NaN	53.3666666666667	1	-5	0.011054503234293	0.011054503234293
343_1_9	343	6.631898869	23.290454383924	5.17110242307708	5.17110242307708	NaN	53.3666666666667	1	0	0.00726867138650258	0.00726867138650258
343_1_10	343	6.740776098	22.9772467579878	5.11546231909294	5.11546231909294	NaN	27.9	1	-5	0.001	0.000373229274947984
343_1_11	343	7.363506657	20.1468848495675	5.10584581340265	5.10584581340264	NaN	13.8333333333333	1	-10	0.0077873361515996	0.0077873361515996
343_1_11	343	7.363506657	20.1468848495675	5.10584581340265	5.10584581340264	NaN	13.8333333333333	1	-5	0.00378485712657176	0.00378485712657176
343_1_11	343	7.363506657	20.1468848495675	5.10584581340265	5.10584581340264	NaN	13.8333333333333	1	0	0.0118135198326018	0.0118135198326018
346_1_3	346	4.290964766	14.315050889622	6.48893877047661	6.48893877047661	NaN	68.4333333333333	1	0	0.00221697892093431	0.00221697892093431
346_1_4	346	5.207644796	19.0408174481133	5.68665612862071	5.68665612862071	NaN	92.8666666666667	1	-5	0.00713160916338121	0.00713160916338121
346_1_4	346	5.207644796	19.0408174481133	5.68665612862071	5.68665612862071	NaN	92.8666666666667	1	0	0.0107754266321782	0.0107754266321782
346_1_6	346	4.062282195	13.4309203924899	4.69688287236138	4.69688287236138	51.3013793278725	35.6	1	-10	0.00632838524998421	0.00632838524998421
346_1_8	346	3.740937317	24.9268198337322	3.01764008434659	3.0176400843466	NaN	91.3666666666667	1	-10	0.001	-0.00279923841756669
346_1_8	346	3.740937317	24.9268198337322	3.01764008434659	3.0176400843466	NaN	91.3666666666667	1	-5	0.00337567033920591	0.00337567033920591
346_1_8	346	3.740937317	24.9268198337322	3.01764008434659	3.0176400843466	NaN	91.3666666666667	1	0	0.00741211734987601	0.00741211734987601
346_1_9	346	3.740937317	35.1490420559544	2.88469040610976	2.88469040610977	NaN	32.8666666666667	1	-5	0.001	-0.000240372508361567
347_1_2	347	5.306205922	26.4159525044748	5.3794616251429	5.3794616251429	34.2973701306928	104.133333333333	1	-10	0.00704356771892892	0.00704356771892892
347_1_2	347	5.306205922	26.4159525044748	5.3794616251429	5.3794616251429	34.2973701306928	104.133333333333	1	-5	0.00414696502542655	0.00414696502542655
347_1_2	347	5.306205922	26.4159525044748	5.3794616251429	5.3794616251429	34.2973701306928	104.133333333333	1	0	0.0167768819749398	0.0167768819749398
347_1_3	347	5.116906584	28.378927577275	9.07480275303016	9.07480275303016	39.4205958604377	92.1333333333333	1	-10	0.00882707154050447	0.00882707154050447
347_1_3	347	5.116906584	28.378927577275	9.07480275303016	9.07480275303016	39.4205958604377	92.1333333333333	1	-5	0.00643498408930293	0.00643498408930293
347_1_3	347	5.116906584	28.378927577275	9.07480275303016	9.07480275303016	39.4205958604377	92.1333333333333	1	0	0.00818805021170868	0.00818805021170868
347_1_4	347	4.312711872	14.8122896680058	6.55044898352799	6.55044898352799	47.4695591426147	104.166666666667	1	-10	0.001	-0.0185950028322728
347_2_1	347	5.893779628	35.9409373614717	2.77378425899669	2.77378425899669	27.9368997627587	1.06666666666667	1	-10	0.0115891870246346	0.0115891870246346
347_2_1	347	5.893779628	35.9409373614717	2.77378425899669	2.77378425899669	27.9368997627587	1.06666666666667	1	-5	0.0181590726014422	0.0181590726014422
347_2_1	347	5.893779628	35.9409373614717	2.77378425899669	2.77378425899669	27.9368997627587	1.06666666666667	1	0	0.025203188139758	0.025203188139758
347_2_2	347	7.069308903	41.665696757195	3.88532396004179	3.88532396004179	32.8993639567804	5	1	0	0.0333423059380712	0.0333423059380712
347_2_3	347	6.202516313	34.2926066427383	6.10252041312959	3.90712641569871	31.9007388666578	11.4	1	-10	0.00630957695354682	0.00630957695354682
347_2_3	347	6.202516313	34.2926066427383	6.10252041312959	3.90712641569871	31.9007388666578	11.4	1	-5	0.0305939948276882	0.0305939948276882
347_2_3	347	6.202516313	34.2926066427383	6.10252041312959	3.90712641569871	31.9007388666578	11.4	1	0	0.0431734150741812	0.0431734150741812
347_2_5	347	4.058838883	24.1712410200263	3.25464006060507	3.25464006060508	NaN	5.3	1	-5	0.00713474497594521	0.00713474497594521
347_2_6	347	3.591779023	15.6779622591108	2.17084366098174	2.17084366098174	NaN	72.2333333333333	1	-10	0.001	0.000356494050695627
347_2_6	347	3.591779023	15.6779622591108	2.17084366098174	2.17084366098174	NaN	72.2333333333333	1	0	0.00742125411044289	0.00742125411044289
347_2_8	347	4.313194605	14.1419520069938	4.22154758279569	4.22154758279569	NaN	75.1	1	-5	0.001	-0.00600883475953598
347_2_9	347	4.062282195	-0.9053304076506	8.91707758411635	8.91707758411633	NaN	75.8	1	0	0.0102632472539613	0.0102632472539613
347_2_10	347	3.434560755	1.62764254898821	6.70709831303401	6.70709831303401	NaN	44.3	1	-10	0.00951424066660377	0.00951424066660377
347_3_1	347	6.102365795	18.8788131211768	5.90366298218852	5.90366298218853	NaN	4.03333333333333	1	-10	0.0229294399097675	0.0229294399097675
347_3_2	347	4.572157594	10.3389939420352	4.6852454283541	4.6852454283541	NaN	127.033333333333	1	-5	0.00674717291757715	0.00674717291757715
347_3_2	347	4.572157594	10.3389939420352	4.6852454283541	4.6852454283541	NaN	127.033333333333	1	0	0.00795582979952072	0.00795582979952072
347_3_3	347	4.144501066	0.563370857245087	8.04135068440797	8.04135068440798	NaN	91.6666666666667	1	-5	0.00372584964469902	0.00372584964469902
347_3_4	347	4.398241206	2.5536991469761	8.27045802453244	8.27045802453244	NaN	69.6333333333333	1	-10	0.001	-0.00438050084399919
347_3_6	347	3.142609215	8.30697624228608	6.1331710192377	6.13317101923772	NaN	75.0333333333333	1	-10	0.0119460188315984	0.0119460188315984
347_3_6	347	3.142609215	8.30697624228608	6.1331710192377	6.13317101923772	NaN	75.0333333333333	1	-5	0.00102502701778018	0.00102502701778018
347_3_6	347	3.142609215	8.30697624228608	6.1331710192377	6.13317101923772	NaN	75.0333333333333	1	0	0.0154659008312182	0.0154659008312182
347_3_7	347	3.611934114	15.2557684907237	3.22006341807116	3.22006341807116	NaN	84.4333333333333	1	-5	0.00726997488246775	0.00726997488246775
347_3_7	347	3.611934114	15.2557684907237	3.22006341807116	3.22006341807116	NaN	84.4333333333333	1	0	0.001	-0.0025034499543497
347_4_3	347	3.002753236	22.6165300814018	2.21158260428718	2.21158260428718	NaN	3.73333333333333	1	-5	0.00153479865224249	0.00153479865224249
347_4_3	347	3.002753236	22.6165300814018	2.21158260428718	2.21158260428718	NaN	3.73333333333333	1	0	0.00517609805216267	0.00517609805216267
347_4_4	347	3.819864924	14.1585150289646	3.6672814906816	3.6672814906816	NaN	34.5	1	-10	0.0079057554775956	0.0079057554775956
347_4_4	347	3.819864924	14.1585150289646	3.6672814906816	3.6672814906816	NaN	34.5	1	-5	0.00666263862398177	0.00666263862398177
347_4_4	347	3.819864924	14.1585150289646	3.6672814906816	3.6672814906816	NaN	34.5	1	0	0.00980272811542938	0.00980272811542938
347_4_5	347	3.286942067	37.7446047955005	2.24825762356392	2.24825762356392	NaN	0.8	1	-10	0.0028081661781359	0.0028081661781359
347_4_5	347	3.286942067	37.7446047955005	2.24825762356392	2.24825762356392	NaN	0.8	1	-5	0.00365260479742294	0.00365260479742294
347_4_5	347	3.286942067	37.7446047955005	2.24825762356392	2.24825762356392	NaN	0.8	1	0	0.00798808871520007	0.00798808871520007
347_4_7	347	3.21451726	8.19632054594341	5.15389773285876	5.15389773285877	NaN	67.3666666666667	1	-10	0.001	6.33532391086725e-05
347_4_7	347	3.21451726	8.19632054594341	5.15389773285876	5.15389773285877	NaN	67.3666666666667	1	0	0.001	-0.010447395289174
355_1_1	355	5.40285878	-12.723751757376	6.9037774690085	6.90377746900851	74.1610428008634	88.3333333333333	1	0	0.0126568836422338	0.0126568836422338
355_1_2	355	5.495854974	-9.24849752378005	8.93609119652286	8.93609119652287	78.8584077246027	96.4666666666667	1	-10	0.00123391248778042	0.00123391248778042
355_1_3	355	5.893779628	-16.0026961241544	8.45750823677908	8.45750823677908	70.5000177208997	64.9333333333333	1	-10	0.00527050179044121	0.00527050179044121
355_1_3	355	5.893779628	-16.0026961241544	8.45750823677908	8.45750823677908	70.5000177208997	64.9333333333333	1	-5	0.00254117418636838	0.00254117418636838
355_2_1	355	7.07337742	23.3000873129263	5.22996789275318	5.22996789275318	NaN	28.0666666666667	1	-10	0.00984699362118378	0.00984699362118378
355_2_1	355	7.07337742	23.3000873129263	5.22996789275318	5.22996789275318	NaN	28.0666666666667	1	-5	0.0312159781118174	0.0312159781118174
355_2_1	355	7.07337742	23.3000873129263	5.22996789275318	5.22996789275318	NaN	28.0666666666667	1	0	0.045065041747478	0.045065041747478
355_2_3	355	5.499387572	-10.3789640452586	6.85360507521729	6.85360507521729	73.0485503895871	68.3	1	-5	0.001	-0.000578310722437775
355_2_3	355	5.499387572	-10.3789640452586	6.85360507521729	6.85360507521729	73.0485503895871	68.3	1	0	0.001	0.000770388568843594
355_2_4	355	5.796470089	-14.756078058367	9.09771681024584	9.09771681024587	70.4521283719074	70.7	1	-10	0.001	-0.00407088210321493
355_2_4	355	5.796470089	-14.756078058367	9.09771681024584	9.09771681024587	70.4521283719074	70.7	1	-5	0.00531918358963927	0.00531918358963927
355_2_5	355	6.631898869	19.2761678983667	5.49530531877276	5.49530531877276	55.8650603165189	55.1666666666667	1	-10	0.023708695669784	0.023708695669784
355_2_5	355	6.631898869	19.2761678983667	5.49530531877276	5.49530531877276	55.8650603165189	55.1666666666667	1	0	0.0025425892261388	0.0025425892261388
355_2_6	355	5.696465604	14.3437771531678	6.46876699402219	6.46876699402219	NaN	1.46666666666667	1	-10	0.001	0.000359280709755262
355_2_6	355	5.696465604	14.3437771531678	6.46876699402219	6.46876699402219	NaN	1.46666666666667	1	-5	0.00214418868879377	0.00214418868879377
355_2_6	355	5.696465604	14.3437771531678	6.46876699402219	6.46876699402219	NaN	1.46666666666667	1	0	0.00628827969869078	0.00628827969869078
355_2_8	355	6.740776098	26.9066175338693	8.41684174969375	8.41684174969375	NaN	67.0333333333333	1	-10	0.001	-0.000176669555099089
355_2_8	355	6.740776098	26.9066175338693	8.41684174969375	8.41684174969375	NaN	67.0333333333333	1	0	0.0044413213154996	0.0044413213154996
355_2_10	355	6.311214819	3.55276703822257	6.11232870798585	6.11232870798586	NaN	30.2	1	-5	0.0128777255558236	0.0128777255558236
355_2_10	355	6.311214819	3.55276703822257	6.11232870798585	6.11232870798586	NaN	30.2	1	0	0.0144904149262875	0.0144904149262875
355_3_2	355	5.055757536	-9.43488547907341	8.78789530939443	8.78789530939443	NaN	44.2	1	-10	0.00506726654141443	0.00506726654141443
355_3_4	355	4.602549087	-2.56650645141808	13.2900928634001	13.2900928634001	NaN	69.2666666666667	1	-5	0.00233828115974029	0.00233828115974029
355_3_4	355	4.602549087	-2.56650645141808	13.2900928634001	13.2900928634001	NaN	69.2666666666667	1	0	0.00447275184826375	0.00447275184826375
355_3_5	355	4.427974193	32.9301089096999	9.68245122863327	9.68245122863329	NaN	54.1666666666667	1	-10	0.00311400188131767	0.00311400188131767
