WindowDur_ms	VPcost	UnitID	Rate	CF_Hz_log	HearingStatus	VPdistance
50	0.05	Q374_t1_u3	143.316666666667	2.70878134080919	1	154.639151193634
50	0.05	Q374_t1_u4	163.766666666667	2.73165587775561	1	175.511556145004
50	0.05	Q374_t1_u5	162.516666666667	2.71122263936052	1	174.796454465075
50	0.05	Q374_t1_u9	133.35	3.2541982407334	1	156.44792219275
50	0.05	Q374_t1_u10	104.483333333333	3.13571992710076	1	126.367648099027
50	0.05	Q374_t1_u11	7.08888888888889	2.82853686210441	1	10.2750155400155
50	0.05	Q374_t1_u12	19.3666666666667	2.79079665145087	1	25.7046065428824
50	0.05	Q374_t1_u13	140.1	3.29087438080227	1	163.474907161804
50	0.05	Q374_t1_u14	117.55	3.1216895915359	1	138.907948717949
50	0.05	Q374_t1_u15	125.3	3.00220862182666	1	143.197197170645
50	0.05	Q374_t1_u16	129.983333333333	2.93705314271989	1	152.535747126437
50	0.05	Q374_t2_u1	130.266666666667	3.21977345324466	1	150.952325375774
50	0.05	Q374_t2_u2	33.3833333333333	3.26999283426266	1	44.7513704686118
50	0.05	Q374_t2_u3	130.816666666667	3.15339571395125	1	154.812042440318
50	0.05	Q374_t2_u4	132.883333333333	3.13960054289439	1	156.020778072502
50	0.05	Q374_t2_u5	22.4166666666667	3.4947734754311	1	31.8212643678161
50	0.05	Q374_t2_u6	123.616666666667	3.13262214146626	1	144.478611847922
50	0.05	Q374_t2_u7	142.566666666667	3.21331068915581	1	160.3133244916
50	0.05	Q374_t2_u8	109.5	2.98272011576023	1	128.271114058355
50	0.05	Q374_t2_u9	126.833333333333	3.22786806218717	1	149.475879752431
50	0.05	Q374_t3_u1	107.933333333333	3.61752170991985	1	130.713598585323
50	0.05	Q374_t3_u2	99.1833333333333	3.5638304286227	1	121.371105216622
50	0.05	Q374_t3_u3	106.1	3.59103456249724	1	124.626886446886
50	0.05	Q374_t3_u4	114.133333333333	3.22847052675758	1	137.547568523431
50	0.05	Q374_t3_u5	107.583333333333	3.25314727230364	1	127.542245800177
50	0.05	Q374_t3_u6	6.05	3.67951418698623	1	8.58221043324492
50	0.05	Q374_t3_u7	7.21666666666667	3.67951418698623	1	10.1628381962865
50	0.05	Q374_t3_u8	48.3333333333333	3.65463701267299	1	60.9397069597069
50	0.05	Q374_t3_u9	119.55	3.78066501909625	1	142.571918656057
50	0.05	Q374_t3_u10	66.3666666666667	3.61174876275814	1	84.5519363395226
50	0.05	Q374_t3_u11	84.8333333333333	3.62047454587329	1	102.713129973475
50	0.05	Q374_t3_u12	90.6	3.62047454587329	1	105.991941391941
50	0.05	Q374_t3_u13	99.6333333333333	3.48488351066827	1	120.950574712644
50	0.05	Q374_t3_u14	47.1	3.50456786529975	1	62.8324049513705
50	0.05	Q374_t3_u15	99.95	3.31201377122194	1	125.820265251989
50	0.05	Q374_t3_u16	48.4333333333333	3.27609205647209	1	63.198700265252
50	0.05	Q374_t3_u17	123.183333333333	3.31201377122194	1	147.935977011494
50	0.05	Q374_t4_u1	134.833333333333	3.25143272402832	1	156.411971706454
50	0.05	Q374_t4_u2	133.5	2.96650383878543	1	146.389283819629
50	0.05	Q374_t4_u3	112.566666666667	3.05281427483153	1	130.387957559682
50	0.05	Q374_t4_u4	114.933333333333	3.16701209545303	1	136.026923076923
50	0.05	Q374_t4_u5	156.85	2.87473284400209	1	172.493200707339
50	0.05	Q374_t4_u6	147.1	2.64090478902461	1	156.06807250221
50	0.05	Q374_t4_u7	93.6666666666667	2.6807796596949	1	115.593919413919
50	0.05	Q374_t5_u1	53.4833333333333	3.58510685771022	1	64.9255526083112
50	0.05	Q374_t5_u2	144.083333333333	3.29135218641248	1	165.270557029178
50	0.05	Q374_t5_u3	127.55	3.24217998815816	1	144.976118479222
50	0.05	Q374_t5_u4	104.733333333333	2.88547025774335	1	120.370362511052
50	0.05	Q374_t5_u5	123.033333333333	2.83132213257687	1	135.988594164456
50	0.05	Q374_t5_u6	12.25	3.03336006716127	1	17.1172767462423
50	0.05	Q374_t5_u7	110.833333333333	3.09305662353928	1	129.51557913351
50	0.05	Q374_t5_u8	132.9	3.09305662353928	1	148.329345711759
50	0.05	Q374_t5_u9	111.183333333333	2.98628619487891	1	127.337533156499
50	0.05	Q374_t5_u10	126.533333333333	3.01789782511402	1	148.165959328028
50	0.05	Q374_t5_u11	122.1	3.03336006716127	1	147.414862953139
50	0.05	Q374_t5_u12	116.883333333333	3.01789782511402	1	140.239283819629
50	0.05	Q394_t1_u4	171.2	3.01789782511402	1	170.324435897436
50	0.05	Q394_t1_u5	111.22	2.98628619487891	1	102.287948717949
50	0.05	Q394_t1_u7	127.34	3.26383566374718	1	139.8375
50	0.05	Q394_t1_u8	131.58	3.0144355935388	1	146.33808974359
50	0.05	Q394_t1_u9	151.66	3.02994767848371	1	156.848102564103
50	0.05	Q394_t1_u10	139.04	3.0144355935388	1	155.256487179487
50	0.05	Q394_t1_u11	147.32	2.9163379973973	1	156.123051282051
50	0.05	Q394_t1_u13	136.72	2.89908569094802	1	141.262012820513
50	0.05	Q394_t2_u1	105.02	3.95855759507967	1	129.070474358974
50	0.05	Q394_t2_u2	168.16	3.20683071987192	1	172.234153846154
50	0.05	Q394_t2_u3	150.804347826087	3.28217704524254	1	158.923791425965
50	0.05	Q394_t2_u4	41.14	3.28217704524254	1	53.5293461538461
50	0.05	Q394_t2_u5	178.88	3.0825405789126	1	180.890051282051
50	0.05	Q394_t2_u6	136.6	2.99075153744276	1	134.811012820513
50	0.05	Q394_t2_u7	174.14	3.15339571395125	1	177.814512820513
50	0.05	Q394_t2_u8	148.9	3.03763355365202	1	152.842102564103
50	0.05	Q394_t2_u9	151.64	3.13960054289439	1	167.429743589744
50	0.05	Q394_t2_u10	168.54	3.1256221354637	1	170.791512820513
50	0.05	Q395_t1_u1	31.06	3.74456655192037	1	40.1247948717949
50	0.05	Q395_t1_u5	134.06	3.48441969477599	1	143.58391025641
50	0.05	Q395_t1_u6	145.48	3.0144355935388	1	153.930730769231
50	0.05	Q395_t1_u8	61.44	2.62396157306761	1	73.6190384615384
50	0.05	Q395_t1_u9	161.04	2.57850462589383	1	156.390717948718
50	0.05	Q395_t1_u10	126.22	2.61278613654793	1	107.89558974359
