ChinID	CF_kHz	SpontRate	HearingStatus	thresh_dB	Q10local	TTR_dB	SusRate	OnRate
374	NaN	NaN	NH	NaN	NaN	NaN	NaN	NaN
374	0.5114242781	108.033333333333	NH	15.1443480831886	3.27728482539435	NaN	NaN	NaN
374	0.5114242781	89.9667	NH	15.1443480831886	3.27728482539435	NaN	123.223776190476	46.8672768339768
374	0.5390832994	116.666666666667	NH	9.87314643801486	4.80022070710496	NaN	126.714285714286	26.6537966537966
374	0.5143072416	109.4	NH	16.1148307985152	1.66166837718012	NaN	141.269841269841	49.4674388674389
374	0.4668775275	NaN	NH	14.1618349276799	1.97556413133233	NaN	NaN	NaN
374	NaN	11.0666666666667	NH	NaN	NaN	NaN	NaN	NaN
374	NaN	99.0333333333333	NH	NaN	NaN	NaN	NaN	NaN
374	1.795553049	97.3666666666667	NH	14.5553742219893	3.27830973378154	34.7789632438177	114.407936507937	24.4093951093951
374	1.366847073	65.4666666666667	NH	16.0700550891158	3.59605392001548	37.8493169066607	101.212698412698	62.7444015444015
374	0.6738090847	0.733333333333333	NH	29.0327958998403	2.46703224981006	NaN	3.95661375661376	4.70639210639211
374	0.6177270957	1.4	NH	25.3664833354503	1.97722502197695	NaN	4.56190476190476	8.43268983268983
374	1.953774247	93.5666666666667	NH	23.7957186291548	2.18228197629305	20.7589289815705	125.214285714286	35.9828828828829
374	1.323395311	81.1	NH	25.5636232780863	1.87822826735464	19.7309776988016	115.433333333333	54.5241956241956
374	1.005098493	78.8666666666667	NH	13.6752372071865	2.74888558291649	NaN	115.596825396825	73.1925353925354
374	0.8650737676	91.2	NH	28.3078615611342	1.5122998029595	NaN	129.460317460317	36.4190476190476
374	1.658721421	81.1333333333333	NH	10.1435030184164	3.81470513167326	36.2398791122047	116.444444444444	67.6182754182754
374	1.862056413	6.4333	NH	22.0345048169592	2.00446791822902	29.6416526937453	19.6460650793651	15.7546021879022
374	1.423625354	98.8333333333333	NH	24.3774292828207	3.16986462387206	NaN	110.22380952381	34.6158301158301
374	1.379115193	103.4	NH	18.8377304254694	6.10478031405995	NaN	132.657142857143	44.9397683397683
374	3.124449254	10.3333333333333	NH	27.1116521648119	5.44905150667116	25.4542288169407	77.3904761904762	22.2535392535392
374	1.357132158	76.9	NH	14.4136902622733	3.32157596204601	NaN	123.630158730159	64.1810810810811
374	1.634220632	93.3333333333333	NH	15.7403644309041	2.22657143691371	27.5020015347372	137.222222222222	35.9588159588159
374	0.96099276	85.7	NH	14.5049222080893	2.17223918714041	NaN	88.8587301587301	52.1378378378378
374	1.689927457	75.3666666666667	NH	13.2853180101557	3.02048438098494	31.8379097565525	116.58253968254	45.2510939510939
374	4.144973038	86.4666666666667	NH	19.2530796109825	4.75802509165516	NaN	203.273015873016	81.6414414414414
374	3.662945261	73.5	NH	32.1333080411247	2.97508865918701	25.8139638602578	142.750793650794	49.485842985843
374	3.899730207	92.2333333333333	NH	26.7611828218631	3.3219396485316	36.2337992465472	174.553968253968	61.07425997426
374	1.692273395	64.7	NH	13.2051875548278	2.80535751037438	32.8916609991819	112.776190476191	46.4583011583012
374	1.791213164	51.4666666666667	NH	15.3736559366695	2.27100054140139	30.5239530069043	105.8	60.9786357786358
374	4.780949837	0.2	NH	27.8694076135503	4.18161536719799	NaN	76.6888888888889	24.3817245817246
374	4.780949837	0.1	NH	26.536074280217	4.23310208821593	NaN	87.4619047619048	29.6425997425997
374	4.514784368	29.2	NH	19.4211641938925	3.79825087454034	42.0106855769908	260.685714285714	123.721492921493
374	6.034829701	89.4	NH	16.3289302426634	4.06390914166633	40.346805514196	182.933333333333	83.8303732303732
374	4.090239729	57.5666666666667	NH	22.245430437097	4.55450593963102	NaN	188.607936507937	118.366409266409
374	4.173251382	66.0666666666667	NH	18.8007697419068	4.90234958973057	NaN	235.015873015873	111.925611325611
374	4.173251382	84.6333333333333	NH	15.0229919641291	4.80211434299794	NaN	227.722222222222	107.001158301158
374	3.054101812	56.9333333333333	NH	21.4283912568339	6.29236377149467	27.6286629157178	182.780952380952	76.5029601029601
374	3.195713706	18.4666666666667	NH	30.0297802134317	2.96465387257718	NaN	107.11746031746	58.3930501930502
374	2.051227221	73.3	NH	23.0596967477223	2.54706621094054	28.6030210955928	82.4047619047619	16.8801801801802
374	1.888391585	10.7333333333333	NH	21.0520372307256	2.70935819290863	NaN	37.9238095238095	39.6785070785071
374	2.051227221	93.7667	NH	24.1708078588334	3.08232976573183	29.2974731285053	112.782506349206	16.0659898326898
374	1.784155586	72.8333333333333	NH	13.700216009544	2.48743895736439	36.203284640009	132.284126984127	62.0958815958816
374	0.9257715681	95.9	NH	16.1036127680059	1.86603927350103	NaN	114.728571428571	54.6791505791506
374	1.129312863	76.8333333333333	NH	17.6271635746106	4.13906535686037	32.2718733856609	91.9761904761905	45.9594594594594
374	1.468967189	70.2	NH	24.0154731241504	1.80245226042068	19.4883675462722	94.2571428571428	47.5091377091377
374	0.7494330542	108.266666666667	NH	14.8172876963275	2.38102296615399	NaN	155.526984126984	60.5879021879021
374	0.4374261971	89.4	NH	15.6476815649831	1.39036366467969	NaN	111.888888888889	40.1366795366795
374	0.4794901165	80.1666666666667	NH	12.0863786209397	1.82545899177804	NaN	56.5888888888889	15.457528957529
374	3.846864221	27.6	NH	12.6198639393322	6.21657440584739	NaN	274.16507936508	153.661261261261
374	1.955924949	88.8	NH	18.2848292530273	3.17060610723036	34.1140972397054	142.098412698413	49.6298584298584
374	1.746545838	68.7	NH	16.6193830553292	2.89411740377213	32.4487345763103	135.131746031746	68.9962676962677
