ChinID	HearingStatus	OnRate
358	0	2.01289012618046
360	0	1.40189084242827
366	0	2.29320356935381
367	0	0.779418603605143
369	1	2.35866772010714
370	1	2.24215091279678
369	0	3.12806516337153
370	0	1.57056488588259
374	1	4.87818331905277
375	1	2.9137715404798
376	1	2.86366261003465
378	1	2.5685354812157
381	1	3.60940959169862
382	1	3.42229655551843
