ChinID	UnitID	CF_kHz	SpontRate	HearingStatus	thresh_dB	Q10local	TTR_dB	SNR	F1pow	F2pow	F3pow
321	321_2_1	5.696465604	82	NH	7.65283597007895	6.5017038851911	NaN	Inf	0.54765874943999	0	0
321	321_2_2	5.897453827	72.2	NH	-2.09530431213422	11.7351632279033	54.2593763670105	Inf	0.534561122145294	0	0
321	321_2_3	4.342116617	19.2666666666667	NH	0.17374898952317	10.7759225866545	54.5967222185192	Inf	0.466218203746287	0	0
321	321_2_4	4.96319161	92.4666666666667	NH	15.1395764182253	3.98257515757728	40.8276150139466	Inf	0.454438431845343	0	0
321	321_2_5	5.243788625	13.4666666666667	NH	6.18148618529548	9.53549378806527	NaN	Inf	0.450515905131103	0	0
321	321_2_6	5.243788625	13.0333333333333	NH	18.8481528519621	4.37743576993201	39.8070167536565	Inf	0.454791517495667	0.00762275307879218	0
321	321_2_7	4.090239729	85.3	NH	-9.69905068266025	8.34722384923796	60.0416363041503	Inf	0.433820124829739	0	0
321	321_2_8	3.535490887	3.96666666666667	NH	12.8991282056133	5.30739668997365	44.1128901643884	Inf	0.414029444321496	0	0
321	321_2_10	4.228609837	4.73333333333333	NH	15.8659941850008	5.33036528456624	NaN	Inf	0.406004057472837	0	0
321	321_2_12	4.144973038	102.333333333333	NH	-3.13040814966208	5.70011601470219	NaN	Inf	0.412182004840854	0.0390882873717398	0.0227594178278896
321	321_2_13	4.144973038	1.9	NH	21.3140362947824	4.51840508214276	NaN	Inf	0.378442709896789	0	0
321	321_2_14	NaN	0.533333333333333	NH	NaN	NaN	NaN	Inf	0.238485947049505	0.0589412176334865	0.0220181471141856
322	322_1_2	3.475609728	4.9	NH	8.79882383137334	5.09470889983411	52.7839281308402	Inf	0.319170766384794	0.0327999385390968	0.0214844041356736
322	322_1_3	3.326978166	6.7	NH	8.11626859030612	6.69271588092881	NaN	Inf	0.230218743179807	0.0148559689835528	0.015294231096843
322	322_1_4	8.934560923	60.8	NH	2.22058536880325	7.03189309884986	NaN	Inf	0.435432880279909	0	0
322	322_1_5	7.705316109	81.5666666666667	NH	1.81580927888827	10.4914259351071	NaN	Inf	0.271566501725579	0.0404383808328001	0.0339473549247186
322	322_1_6	9.652190431	74.3333333333333	NH	16.3299151679393	4.54389415856348	NaN	Inf	0.229869322360512	0.0468307987106492	0.0555449475421456
322	322_1_8	9.786329755	34.9	NH	20.1859265693054	4.50345055725887	NaN	Inf	0.424939444355244	0	0
322	322_2_1	6.308662272	44.1666666666667	NH	-0.903020397762388	10.1885538976649	NaN	Inf	0.534687361247046	0	0
322	322_2_2	2.864131286	41.8	NH	2.35422952081826	4.40873437201665	44.602993964511	Inf	0.418319977733252	0.0226427380494471	0
322	322_3_1	4.257209676	7.6	NH	4.87141617659716	7.1393524181797	NaN	Inf	0.338286119818121	0	0
322	322_3_2	5.149289271	10.3	NH	8.86663608070904	4.51906141629419	NaN	Inf	0.524426847499456	0	0
322	322_3_3	8.438533664	97.9333333333333	NH	19.1381510803087	4.2734893930267	44.1535982521591	Inf	0.331201653443394	0.00788694724178801	0
322	322_3_4	9.063076815	87.7	NH	16.9794198496056	4.87148329821338	NaN	Inf	0.25135512597425	0.0535270924807166	0.0360300611583307
322	322_3_5	9.063076815	62.0666666666667	NH	3.20164207182779	11.1936740598294	NaN	Inf	0.396236836210697	0	0
322	322_4_1	5.302743749	59.0333333333333	NH	6.64002410617219	7.79021951121807	NaN	Inf	0.425132737671444	0	0
322	322_4_3	7.128534282	0.633333333333333	NH	35.178286709762	4.76582324335677	NaN	Inf	0.375308483490863	0	0
322	322_4_4	6.576733872	70.9666666666667	NH	13.5265079037037	5.9736717572697	NaN	Inf	0.32617858506535	0	0.00461659927437331
322	322_4_6	8.307265413	2.86666666666667	NH	25.3947726527702	4.38801488848543	NaN	Inf	0.388129631192671	0.00974886747726068	0.00914320284236458
322	322_4_7	7.023259975	8.33333333333333	NH	20.8077251863848	4.51780646331421	NaN	Inf	0.423178495349931	0	0
325	325_1_15	4.657330784	21.1666666666667	NH	17.4047128259065	4.39328732225328	NaN	Inf	0.180626538353163	0.0407772908916556	0.0468230615295871
325	325_1_16	4.657330784	17.1333333333333	NH	4.73804615923981	7.71835707236069	NaN	Inf	0.50254486212134	0	0
325	325_1_17	4.657330784	21.0666666666667	NH	6.73804615923981	5.65079811026023	NaN	Inf	0.460147585802351	0	0
325	325_1_18	3.977131455	17.1	NH	7.57098434144718	5.61535221955042	NaN	Inf	0.461893474914071	0	0
325	325_1_19	3.816539839	25.0333333333333	NH	8.69729724758476	4.52606094538542	NaN	Inf	0.4169803317257	0	0
325	325_2_6	2.931133715	97.1666666666667	NH	6.27625998580465	5.12738356650925	NaN	Inf	0.315927374608915	0.00872210350259029	0.00203419179233797
338	338_1_1	6.15315009	1.86666666666667	NH	-11.3638482987935	7.95352191335953	71.454737691076	Inf	0.557007203672284	0	0
338	338_1_3	7.705316109	43.2	NH	34.6951181392394	3.52977976355708	25.8441387350248	Inf	0.535431894959852	0	0
338	338_1_4	6.685104632	23.7333333333333	NH	38.5752837813678	2.4573858016856	NaN	Inf	0.520036081575046	0.00239635665745984	0
338	338_1_5	6.469354636	0.7	NH	38.856926614103	2.81138979606032	NaN	Inf	0.438605180945679	0	0
338	338_2_1	1.996080393	40.5	NH	-14.6734817660219	3.88210056930432	NaN	Inf	0.539243150683607	0	0
338	338_2_2	5.435697359	9.5	NH	-10.8520144482037	5.95356823229181	NaN	Inf	0.489285384554705	0	0
338	338_2_3	5.495854974	76.2333333333333	NH	-0.278078927305783	11.9988670437348	NaN	Inf	0.399482086408688	0	0
338	338_3_1	3.816539839	58.0666666666667	NH	-15.4222030771243	4.47359827144829	NaN	Inf	0.512354453979956	0	0
338	338_3_2	1.644947748	77.8333333333333	NH	2.7990627620301	5.10289899846736	NaN	Inf	0.274165538608577	0.045807651441283	0
338	338_3_3	1.627583876	78.1333333333333	NH	25.0427241606469	2.69082649685886	NaN	Inf	0.331412590867811	0.00609923137081485	0
338	338_4_1	3.977131455	0.6	NH	51.4620582464228	2.06610302627897	NaN	Inf	0.275398414137286	0	0.00763364781404081
341	341_1_1	4.309632294	84.8	NH	-11.992951249134	9.99806614001439	53.6294955987153	Inf	0.433476339874818	0	0
341	341_1_2	3.977131455	86.8	NH	-12.3202478500813	8.97853205073127	NaN	Inf	0.295137555188591	0.105858947363661	0.045551527331019
341	341_1_3	3.582678948	86.1	NH	3.71805646894375	5.1230245101476	NaN	Inf	0.304005209725471	0.031343597584121	0
341	341_1_4	4.395127191	11.5666666666667	NH	8.94372507262923	7.52563098218263	NaN	Inf	0.306658419520075	0.0207236328908752	0
341	341_1_5	4.568974493	25.1333333333333	NH	17.1157595255166	4.82241833445834	NaN	Inf	0.425746137708617	0.010541167886386	0
341	341_1_6	3.283889696	87.6	NH	-3.60970362757007	6.2614993347464	NaN	Inf	0.611367005435491	0	0
341	341_1_8	1.456139686	43.9	NH	5.05989539154542	4.45141896158087	NaN	Inf	0.497521708485582	0	0
341	341_1_9	9.991380628	9.73333333333333	NH	45.5398671987319	3.51885236538622	33.2311577231403	Inf	0.49559728684694	0.0136346816671218	0
341	341_1_10	0.3890989803	0.933333333333333	NH	29.8067941468292	1.52506287634531	NaN	Inf	0.544076945194115	0	0
341	341_1_12	3.509759167	96.4333333333333	NH	33.2749031690619	3.47475117006791	NaN	Inf	0.500828020458107	0.0423807923803158	0.015789285401507
341	341_1_13	5.020351289	9.33333333333333	NH	29.1051902765006	3.15526827893666	NaN	Inf	0.483561690640394	0	0
341	341_1_14	1.900059238	88.4	NH	29.8289882021333	2.21978091722533	22.2625738198796	Inf	0.316228839822962	0.044434295073837	0
341	341_1_17	5.113514577	94.3666666666667	NH	24.0875356907011	4.90994237063329	NaN	Inf	0.466107241188205	0	0
341	341_1_18	3.659698553	79.8333333333333	NH	20.0870519345621	3.62613640719271	NaN	Inf	0.256724821536652	0.00564641713864754	0
341	341_1_19	4.225087277	79.8666666666667	NH	7.39975724539807	4.29099061563906	NaN	Inf	0.286161091627622	0.0421403134798426	0
343	343_1_3	5.398813219	36.1666666666667	NH	16.0073211970556	5.88431863267929	NaN	Inf	0.120747318110702	0.0677286584038534	0.0256059267174334
343	343_1_4	5.398813219	27	NH	14.2295434192779	6.08636378862841	NaN	Inf	0.0901661030921533	0.0899337677413123	0.0286376695509522
343	343_1_5	4.602549087	23.5666666666667	NH	9.66216035131478	6.53963063054057	NaN	Inf	0.114261661606231	0.127358200166907	0.0155449989392842
343	343_1_6	5.402310572	58.9666666666667	NH	18.6289900186279	6.42179722527277	NaN	Inf	0.202660007256665	0.106306630989368	0.0383739263549659
343	343_1_7	5.499387572	52.7333333333333	NH	19.5608241289461	5.65358095492233	NaN	Inf	0.195386620141418	0.0938498775385622	0
343	343_1_9	6.631898869	53.3666666666667	NH	23.290454383924	5.17110242307708	NaN	Inf	0.175689503877562	0.0145616741507988	0
343	343_1_10	6.740776098	27.9	NH	22.9772467579878	5.11546231909294	NaN	Inf	0.114879006671898	0	0.0140170955167827
343	343_1_11	7.363506657	13.8333333333333	NH	20.1468848495675	5.10584581340265	NaN	Inf	0.277394728656295	0.0497284809920296	0
346	346_1_2	11.2592202	25.6333333333333	NH	41.072181762647	3.689610428704	NaN	Inf	0.141515612545411	0.00343722274552062	0.010400637190749
346	346_1_3	4.290964766	68.4333333333333	NH	14.315050889622	6.48893877047661	NaN	Inf	0.0802567647862866	0.0451610614001656	0.018528032413281
346	346_1_4	5.207644796	92.8666666666667	NH	19.0408174481133	5.68665612862071	NaN	Inf	0.132861039634531	0.0292608070169623	0
346	346_1_6	4.062282195	35.6	NH	13.4309203924899	4.69688287236138	51.3013793278725	Inf	0.157944168933348	0.00524414677814655	0.0140175356390903
346	346_1_8	3.740937317	91.3666666666667	NH	24.9268198337322	3.01764008434659	NaN	Inf	0.156607219910205	0.0245865382866357	0
346	346_1_9	3.740937317	32.8666666666667	NH	35.1490420559544	2.88469040610976	NaN	Inf	0.206555392856305	0.0276239145855524	0.0236759577020989
347	347_1_1	NaN	27.5666666666667	NH	NaN	NaN	NaN	Inf	0.467337617259288	0	0
347	347_1_2	5.306205922	104.133333333333	NH	26.4159525044748	5.3794616251429	34.2973701306928	Inf	0.212084316326943	0	0.00937379631298105
347	347_1_3	5.116906584	92.1333333333333	NH	28.378927577275	9.07480275303016	39.4205958604377	Inf	0.171546323464133	0.0235363959465231	0.00314023336011594
347	347_1_4	4.312711872	104.166666666667	NH	14.8122896680058	6.55044898352799	47.4695591426147	Inf	0.129184201961284	0.0188326447153998	0.0153460313714039
347	347_2_1	5.893779628	1.06666666666667	NH	35.9409373614717	2.77378425899669	27.9368997627587	Inf	0.475550789221035	0	0
347	347_2_2	7.069308903	5	NH	41.665696757195	3.88532396004179	32.8993639567804	Inf	0.228569828757205	0.025750404932501	0.00789106604983464
347	347_2_3	6.202516313	11.4	NH	34.2926066427383	6.10252041312959	31.9007388666578	Inf	0.357469839164257	0.0157345501927217	0.0121004000277714
347	347_2_5	4.058838883	5.3	NH	24.1712410200263	3.25464006060507	NaN	Inf	0.380868053671736	0	0
347	347_2_6	3.591779023	72.2333333333333	NH	15.6779622591108	2.17084366098174	NaN	Inf	0.363066732884908	0.0288591144705477	0
347	347_2_8	4.313194605	75.1	NH	14.1419520069938	4.22154758279569	NaN	Inf	0.373627379974957	0	0
347	347_2_9	4.062282195	75.8	NH	-0.9053304076506	8.91707758411635	NaN	Inf	0.458366957184299	0	0
347	347_2_10	3.434560755	44.3	NH	1.62764254898821	6.70709831303401	NaN	Inf	0.23789815435236	0	0
347	347_3_1	6.102365795	4.03333333333333	NH	18.8788131211768	5.90366298218852	NaN	Inf	0.361944652095437	0	0
347	347_3_2	4.572157594	127.033333333333	NH	10.3389939420352	4.6852454283541	NaN	Inf	0.356113366736255	0.0127605434847555	0
347	347_3_3	4.144501066	91.6666666666667	NH	0.563370857245087	8.04135068440797	NaN	Inf	0.388531460821285	0	0
347	347_3_4	4.398241206	69.6333333333333	NH	2.5536991469761	8.27045802453244	NaN	Inf	0.255915890295406	0.00631893224286887	0
347	347_3_6	3.142609215	75.0333333333333	NH	8.30697624228608	6.1331710192377	NaN	Inf	0.353308466527767	0.0146824454719915	0
347	347_3_7	3.611934114	84.4333333333333	NH	15.2557684907237	3.22006341807116	NaN	Inf	0.322293313819942	0	0
347	347_4_1	2.933994151	8.4	NH	20.2618735411633	2.47032137838608	NaN	Inf	0.27684190614434	0.019106549956685	0.0264979070300018
347	347_4_3	3.002753236	3.73333333333333	NH	22.6165300814018	2.21158260428718	NaN	Inf	0.225780808638744	0.0285324889590955	0.00218901209698535
347	347_4_4	3.819864924	34.5	NH	14.1585150289646	3.6672814906816	NaN	Inf	0.372404435800955	0.0247205120952616	0
347	347_4_5	3.286942067	0.8	NH	37.7446047955005	2.24825762356392	NaN	Inf	0.21376688596546	0.0201816003070801	0.0132742512006738
347	347_4_7	3.21451726	67.3666666666667	NH	8.19632054594341	5.15389773285876	NaN	Inf	0.350051189811684	0	0
354	354_1_1	2.842273919	80.8666666666667	NH	14.0332335863567	4.38397438361379	NaN	Inf	0.167527423519103	0.00493989038238431	0.0818706787087852
354	354_1_2	2.781834315	17.0666666666667	NH	26.4327967371338	3.13139184211299	NaN	Inf	0.0668763537484801	0.103136776104236	0.0423126239454345
354	354_1_3	1.733324597	81.2333333333333	NH	23.1398082509345	2.27509040473008	NaN	Inf	0.0464751415944375	0.18753507964015	0.0088893994259729
354	354_1_4	2.340103181	72.3	NH	30.6368157101809	2.734322023126	NaN	Inf	0.0506996579502805	0.18850995791152	0.0896869653508368
354	354_1_5	2.651139601	17.5	NH	31.2499137310099	4.90187244534794	34.2576317669804	Inf	0.0853837603210827	0.100482637681079	0.0834397090767288
