ChinID	CF_kHz	SpontRate	HearingStatus	thresh_dB	Q10local	TTR_dB	BurstRates_g	BurstRates_d
374	0.7681928449	56.9	NH	12.7940662577497	1.84992602669153	NaN	92.4333333333334	81.7666666666667
374	0.6781443263	88.1666666666667	NH	17.3543247590656	2.40762987174345	NaN	51.8333333333334	71.8333333333333
374	1.079841632	1.76666666666667	NH	25.7830931681041	2.87187605006878	NaN	25.5666666666667	20.2333333333333
374	1.238958112	62.6	NH	17.7412196793313	2.27536567155385	33.9254830660882	73.4	56.0666666666666
374	1.238958112	83.6	NH	16.6301085682202	2.00930002045738	NaN	72.4000000000001	43.7333333333333
374	0.9689161501	83.4333333333333	NH	12.2028393792242	3.29995324587269	NaN	63.9	48.5666666666666
374	1.042072236	97.7666666666667	NH	19.6852028338724	3.73073653532206	NaN	26.2333333333334	25.5666666666666
374	1.079841632	110.933333333333	NH	20.671982056993	3.29613410007266	NaN	13.7333333333333	15.7333333333333
374	1.042072236	92.3666666666667	NH	16.3518695005391	2.94704913637861	NaN	32.3	30.9666666666667
394	0.5125605558	51.9666666666667	NH	-6.29360291699031	1.99997704473261	NaN	NaN	NaN
394	0.2378841922	NaN	NH	25.9604530281755	NaN	NaN	NaN	NaN
394	0.5947909854	65.6	NH	-0.105137070872868	1.37764954189264	NaN	NaN	NaN
394	1.042072236	64.1	NH	6.27043692038476	1.50133508807378	26.4024939411562	111.1	107.1
394	0.9689161501	12.5	NH	20.4826557106307	1.28078691456557	19.1837121728653	61.9	76.3
394	1.005098493	0.5	NH	18.3496405757762	2.57646215976195	22.2473425702964	NaN	NaN
394	1.835843532	53.6666666666667	NH	15.6761038804701	2.62868822188675	18.2321087849768	111.133333333333	63.1333333333333
394	1.033797776	27.3666666666667	NH	7.10003059963178	2.06091710752654	27.7753721636542	113.433333333333	110.233333333333
394	1.071390222	37.2666666666667	NH	9.89566851665029	2.51005563020489	31.5932135809359	138.733333333333	112.333333333333
394	1.033797776	65.3666666666667	NH	3.10003059963178	2.4823490029485	27.2793548042488	86.6333333333334	86.6333333333334
394	0.8247797648	61.8333333333333	NH	5.9173015267128	1.51446687274523	25.5401955013815	102.966666666667	99.7666666666667
394	0.9257715681	48.7333333333333	NH	5.98881403760434	1.8290539814274	27.2471072840373	NaN	NaN
394	0.7926577149	17.4	NH	7.95492998706992	1.64272674173657	23.5853421573685	149	137
394	9.089868387	61.8333333333333	NH	21.4188024006477	3.78780683391912	38.0063872004522	39.7666666666667	-1.03333333333334
394	1.610017957	59.1333333333333	NH	11.9373239660074	1.34347986387625	16.5547592401814	120.066666666667	101.666666666667
394	1.915036453	62.6666666666667	NH	12.76594093284	3.34050561756742	25.3535539610984	136.463768115942	92.1159420289855
394	1.915036453	1.5	NH	30.0992742661733	1.92592653417047	17.7589707773767	60.1	52.9
394	1.209318172	60.2333333333333	NH	11.8485729599897	1.6056738711384	16.7977485175184	146.166666666667	126.166666666667
394	0.9789297734	9.9	NH	14.5832134686648	1.43878413536878	17.3764096948299	154.1	125.3
394	1.423625354	62.5666666666667	NH	12.8028257750257	1.20167003863064	19.8000725392949	132.633333333333	118.233333333333
394	1.090519796	31.6333333333333	NH	11.1441658338213	1.46564610159668	33.6563672122582	136.366666666667	98.7666666666667
394	1.379115193	67.3	NH	12.8270037416016	1.30475464855476	20.4813040431118	96.7000000000001	99.9
394	1.335433097	36.5	NH	15.7860692556546	1.10011757069625	12.621781924464	160.3	139.5
395	5.553497132	6	NH	27.5848129702511	5.15795550256395	48.6327680334796	7.6	28.4
395	NaN	1.7	NH	NaN	NaN	NaN	NaN	NaN
395	NaN	86.5333333333333	NH	NaN	NaN	NaN	NaN	NaN
395	NaN	112.666666666667	NH	NaN	NaN	NaN	NaN	NaN
395	3.050841847	63.0333333333333	NH	23.7130788717119	3.05586103269041	28.3838362429417	48.1666666666667	130.566666666667
395	1.033797776	55.8666666666667	NH	18.7199054033186	1.18176065501243	18.6784221799131	107.333333333333	98.5333333333333
395	1.033797776	67.6	NH	21.164349847763	1.41040487990035	19.0199864807379	NaN	NaN
395	0.4206894036	0.466666666666667	NH	33.230369735969	1.26390063356876	NaN	26.7333333333333	47.5333333333333
395	0.3788825694	57.6	NH	24.7728253378046	1.28051237616206	NaN	64.8	102.4
395	0.4100021523	32.6666666666667	NH	34.7382441505458	NaN	NaN	-0.666666666666657	23.3333333333333
395	0.8086515233	NaN	NH	24.6039162297364	1.13801908206993	22.2357385704482	NaN	NaN
395	NaN	NaN	NH	NaN	NaN	NaN	NaN	NaN
395	9.615016691	0.366666666666667	NH	28.7072615027021	5.331523986312	53.2066172889041	1.23333333333333	0.433333333333333
395	9.883751431	84.2666666666667	NH	14.7933812427299	5.77853663236217	49.6713462093347	38.1333333333334	3.73333333333333
395	1.446151912	60.8333333333333	NH	12.8394684561481	2.28727021940934	25.5187219789505	125.566666666667	105.566666666667
395	0.8247797648	NaN	NH	12.4845346873038	1.49754850279062	31.2996237064203	NaN	NaN
395	1.168910987	78.5333333333333	NH	13.5473205714545	1.92357836482884	28.1920733423717	NaN	NaN
395	4.372250203	73.3333333333333	NH	24.3812610769959	2.918555735435	35.3739724418774	39.4666666666667	97.0666666666667
395	4.427974193	84.3	NH	23.8089898658469	3.51000927633225	30.0945986444459	44.5000000000001	90.1
395	7.363506657	5.13333333333333	NH	20.1427241281348	4.98116712750117	49.3738219206724	77.2666666666667	96.4666666666667
395	0.7612986891	0.5	NH	27.9543819922902	1.81031666960343	27.5369511222902	44.3	47.5
395	1.357132158	0.166666666666667	NH	38.6402225638944	2.2604644784497	NaN	9.43333333333334	10.2333333333333
395	1.357132158	76.5	NH	13.9735558972277	2.08602301311835	24.6844434900219	104.3	85.1
395	NaN	90.9666666666667	NH	NaN	NaN	NaN	NaN	NaN
395	9.089868387	86.2333333333333	NH	6.99395839718044	5.76806165345013	57.6048808692067	85.7666666666667	66.5666666666667
395	1.357132158	61.8666666666667	NH	13.306889230561	1.9980432876376	33.8355298787866	42.9333333333334	68.5333333333333
395	1.313863453	0.0666666666666667	NH	33.2780249812393	2.29875277102846	27.6891901977329	16.7333333333333	16.7333333333333
395	0.562725678	34.2333333333333	NH	14.7628821162479	1.10304856184676	34.1679134140551	126.566666666667	140.166666666667
395	1.446151912	83.3333333333333	NH	14.6172462339259	1.68558334359954	22.1579608037492	106.266666666667	92.6666666666667
395	1.071390222	35.6	NH	12.6493196910049	1.82712297328978	27.4392157644696	127.6	112.4
395	1.271417278	70.9	NH	15.5764699880696	1.80296355620903	22.4937884263814	115.5	81.1
395	1.071390222	61.9666666666667	NH	15.0937641354494	1.31556001530198	30.3713356379331	NaN	NaN
395	0.7612986891	NaN	NH	33.5099375478457	1.35742054381652	NaN	NaN	NaN
395	0.7306977911	17.4	NH	17.6605564498106	1.05421486778031	30.3201549375846	145.8	117
395	3.192368173	57.1333333333333	NH	20.5586630241533	2.90179648953491	26.9228328590774	111.666666666667	158.066666666667
395	0.45612685	1.66666666666667	NH	28.5191870592371	1.44200197340242	NaN	58.3333333333333	92.7333333333333
395	1.094371421	50.3666666666667	NH	14.4837958823105	2.09344803983737	20.6743251801272	130.433333333333	104.833333333333
395	1.888391585	9.76666666666667	NH	25.2063824470989	1.51314161889749	17.4954322855044	132.633333333333	73.4333333333333
395	0.6157739299	64.1	NH	13.9218310921603	1.38237602193163	26.9710066659559	111.9	134.3
395	9.615016691	63.2333333333333	NH	14.4850392804799	5.48338304355858	46.8695353854529	73.5666666666667	33.5666666666667
395	0.9825424037	2.16666666666667	NH	24.2056666186036	1.37392193334321	29.6427930536356	87.4333333333334	81.8333333333333
395	0.4100021523	29.2666666666667	NH	18.2937997061014	1.22897314079283	NaN	101.133333333333	148.333333333333
321	5.696465604	82	NH	7.65283597007895	6.5017038851911	NaN	87.6000000000001	102
321	5.897453827	72.2	NH	-2.09530431213422	11.7351632279033	54.2593763670105	93.4	113.4
321	4.342116617	19.2666666666667	NH	0.17374898952317	10.7759225866545	54.5967222185192	226.333333333333	264.733333333333
321	4.96319161	92.4666666666667	NH	15.1395764182253	3.98257515757728	40.8276150139466	64.3333333333334	85.9333333333334
321	5.243788625	13.4666666666667	NH	6.18148618529548	9.53549378806527	NaN	119.333333333333	194.533333333333
321	5.243788625	13.0333333333333	NH	18.8481528519621	4.37743576993201	39.8070167536565	128.566666666667	200.566666666667
321	4.090239729	85.3	NH	-9.69905068266025	8.34722384923796	60.0416363041503	99.5000000000001	117.9
321	3.535490887	3.96666666666667	NH	12.8991282056133	5.30739668997365	44.1128901643884	108.033333333333	190.433333333333
321	4.228609837	4.73333333333333	NH	15.8659941850008	5.33036528456624	NaN	148.066666666667	213.666666666667
321	4.144973038	102.333333333333	NH	-3.13040814966208	5.70011601470219	NaN	133.666666666667	137.666666666667
321	4.144973038	1.9	NH	21.3140362947824	4.51840508214276	NaN	76.5	154.9
321	NaN	0.533333333333333	NH	NaN	NaN	NaN	29.8666666666667	21.0666666666667
322	3.475609728	4.9	NH	8.79882383137334	5.09470889983411	52.7839281308402	111.9	175.9
322	3.326978166	6.7	NH	8.11626859030612	6.69271588092881	NaN	126.1	170.1
322	8.934560923	60.8	NH	2.22058536880325	7.03189309884986	NaN	93.6000000000001	68.8
322	7.705316109	81.5666666666667	NH	1.81580927888827	10.4914259351071	NaN	148.033333333333	131.233333333333
322	9.652190431	74.3333333333333	NH	16.3299151679393	4.54389415856348	NaN	52.8666666666667	31.2666666666667
322	9.786329755	34.9	NH	20.1859265693054	4.50345055725887	NaN	98.7	57.9
322	6.308662272	44.1666666666667	NH	-0.903020397762388	10.1885538976649	NaN	99.8333333333334	152.233333333333
322	2.864131286	41.8	NH	2.35422952081826	4.40873437201665	44.602993964511	130.2	157.4
322	4.257209676	7.6	NH	4.87141617659716	7.1393524181797	NaN	137.2	191.6
322	5.149289271	10.3	NH	8.86663608070904	4.51906141629419	NaN	152.1	205.7
322	8.438533664	97.9333333333333	NH	19.1381510803087	4.2734893930267	44.1535982521591	43.6666666666667	58.8666666666667
322	9.063076815	87.7	NH	16.9794198496056	4.87148329821338	NaN	107.5	84.3
322	9.063076815	62.0666666666667	NH	3.20164207182779	11.1936740598294	NaN	77.1333333333334	72.3333333333333
322	5.302743749	59.0333333333333	NH	6.64002410617219	7.79021951121807	NaN	55.3666666666667	120.966666666667
322	7.128534282	0.633333333333333	NH	35.178286709762	4.76582324335677	NaN	23.3666666666667	96.9666666666667
322	6.576733872	70.9666666666667	NH	13.5265079037037	5.9736717572697	NaN	82.3666666666667	125.033333333333
322	8.307265413	2.86666666666667	NH	25.3947726527702	4.38801488848543	NaN	92.3333333333334	71.5333333333333
322	7.023259975	8.33333333333333	NH	20.8077251863848	4.51780646331421	NaN	88.4666666666667	179.666666666667
325	4.657330784	21.1666666666667	NH	17.4047128259065	4.39328732225328	NaN	42.8333333333333	123.633333333333
325	4.657330784	17.1333333333333	NH	4.73804615923981	7.71835707236069	NaN	98.0666666666667	206.866666666667
325	4.657330784	21.0666666666667	NH	6.73804615923981	5.65079811026023	NaN	95.7333333333334	166.133333333333
325	3.977131455	17.1	NH	7.57098434144718	5.61535221955042	NaN	143.7	211.7
325	3.816539839	25.0333333333333	NH	8.69729724758476	4.52606094538542	NaN	146.966666666667	195.766666666667
325	2.931133715	97.1666666666667	NH	6.27625998580465	5.12738356650925	NaN	72.4333333333334	90.0333333333333
338	6.15315009	1.86666666666667	NH	-11.3638482987935	7.95352191335953	71.454737691076	191.733333333333	252.533333333333
338	7.705316109	43.2	NH	34.6951181392394	3.52977976355708	25.8441387350248	76	112
338	6.685104632	23.7333333333333	NH	38.5752837813678	2.4573858016856	NaN	49.8666666666667	125.866666666667
338	6.469354636	0.7	NH	38.856926614103	2.81138979606032	NaN	39.3	132.1
338	1.996080393	40.5	NH	-14.6734817660219	3.88210056930432	NaN	167.5	156.3
338	5.435697359	9.5	NH	-10.8520144482037	5.95356823229181	NaN	118.5	142.5
338	5.495854974	76.2333333333333	NH	-0.278078927305783	11.9988670437348	NaN	32.1292397660819	65.287134502924
338	3.816539839	58.0666666666667	NH	-15.4222030771243	4.47359827144829	NaN	133.933333333333	157.933333333333
338	1.644947748	77.8333333333333	NH	2.7990627620301	5.10289899846736	NaN	78.9666666666667	77.3666666666667
338	1.627583876	78.1333333333333	NH	25.0427241606469	2.69082649685886	NaN	26.3	24
338	3.977131455	0.6	NH	51.4620582464228	2.06610302627897	NaN	3.84444444444445	9.4
341	4.309632294	84.8	NH	-11.992951249134	9.99806614001439	53.6294955987153	98.4000000000001	133.6
341	3.977131455	86.8	NH	-12.3202478500813	8.97853205073127	NaN	104.311111111111	124.311111111111
341	3.582678948	86.1	NH	3.71805646894375	5.1230245101476	NaN	64.9000000000001	82.9000000000001
341	4.395127191	11.5666666666667	NH	8.94372507262923	7.52563098218263	NaN	151.633333333333	212.433333333333
341	4.568974493	25.1333333333333	NH	17.1157595255166	4.82241833445834	NaN	72.4666666666667	108.466666666667
341	3.283889696	87.6	NH	-3.60970362757007	6.2614993347464	NaN	75.6000000000001	124.4
341	1.456139686	43.9	NH	5.05989539154542	4.45141896158087	NaN	88.1	115.3
341	9.991380628	9.73333333333333	NH	45.5398671987319	3.51885236538622	33.2311577231403	0.66666666666667	-4.13333333333333
341	0.3890989803	0.933333333333333	NH	29.8067941468292	1.52506287634531	NaN	52.6666666666667	78.2666666666667
341	3.509759167	96.4333333333333	NH	33.2749031690619	3.47475117006791	NaN	8.36666666666669	31.5666666666667
341	5.020351289	9.33333333333333	NH	29.1051902765006	3.15526827893666	NaN	73.8666666666667	133.066666666667
341	1.900059238	88.4	NH	29.8289882021333	2.21978091722533	22.2625738198796	46	34
341	5.113514577	94.3666666666667	NH	24.0875356907011	4.90994237063329	NaN	30.4333333333334	37.6333333333334
341	3.659698553	79.8333333333333	NH	20.0870519345621	3.62613640719271	NaN	32.9666666666667	50.5666666666667
341	4.225087277	79.8666666666667	NH	7.39975724539807	4.29099061563906	NaN	97.7333333333334	129.733333333333
343	5.398813219	36.1666666666667	NH	16.0073211970556	5.88431863267929	NaN	89.0964912280702	161.728070175439
343	5.398813219	27	NH	14.2295434192779	6.08636378862841	NaN	89	173.8
343	4.602549087	23.5666666666667	NH	9.66216035131478	6.53963063054057	NaN	134.833333333333	174.833333333333
343	5.402310572	58.9666666666667	NH	18.6289900186279	6.42179722527277	NaN	54.6333333333334	110.633333333333
343	5.499387572	52.7333333333333	NH	19.5608241289461	5.65358095492233	NaN	64.0666666666667	124.066666666667
343	6.631898869	53.3666666666667	NH	23.290454383924	5.17110242307708	NaN	93.8333333333334	134.633333333333
343	6.740776098	27.9	NH	22.9772467579878	5.11546231909294	NaN	96.7153846153846	149.023076923077
343	7.363506657	13.8333333333333	NH	20.1468848495675	5.10584581340265	NaN	111.766666666667	133.366666666667
346	11.2592202	25.6333333333333	NH	41.072181762647	3.689610428704	NaN	-5.63333333333333	-6.43333333333333
346	4.290964766	68.4333333333333	NH	14.315050889622	6.48893877047661	NaN	65.852380952381	68.7095238095237
346	5.207644796	92.8666666666667	NH	19.0408174481133	5.68665612862071	NaN	22.3333333333334	49.5333333333333
346	4.062282195	35.6	NH	13.4309203924899	4.69688287236138	51.3013793278725	113.566666666667	141.9
346	3.740937317	91.3666666666667	NH	24.9268198337322	3.01764008434659	NaN	57.2047619047619	64.347619047619
346	3.740937317	32.8666666666667	NH	35.1490420559544	2.88469040610976	NaN	16.7333333333333	29.5333333333333
347	NaN	27.5666666666667	NH	NaN	NaN	NaN	125.233333333333	116.433333333333
347	5.306205922	104.133333333333	NH	26.4159525044748	5.3794616251429	34.2973701306928	-0.133333333333312	31.0666666666667
347	5.116906584	92.1333333333333	NH	28.378927577275	9.07480275303016	39.4205958604377	-8.93333333333332	41.4666666666667
347	4.312711872	104.166666666667	NH	14.8122896680058	6.55044898352799	47.4695591426147	9.83333333333336	59.8333333333333
347	5.893779628	1.06666666666667	NH	35.9409373614717	2.77378425899669	27.9368997627587	-0.266666666666666	54.1333333333333
347	7.069308903	5	NH	41.665696757195	3.88532396004179	32.8993639567804	3.8	30.2
347	6.202516313	11.4	NH	34.2926066427383	6.10252041312959	31.9007388666578	11.220320855615	103.270231729055
347	4.058838883	5.3	NH	24.1712410200263	3.25464006060507	NaN	92.3	133.9
347	3.591779023	72.2333333333333	NH	15.6779622591108	2.17084366098174	NaN	116.566666666667	127.766666666667
347	4.313194605	75.1	NH	14.1419520069938	4.22154758279569	NaN	79.3000000000001	116.9
347	4.062282195	75.8	NH	-0.9053304076506	8.91707758411635	NaN	96.2000000000001	152.2
347	3.434560755	44.3	NH	1.62764254898821	6.70709831303401	NaN	147.7	151.7
347	6.102365795	4.03333333333333	NH	18.8788131211768	5.90366298218852	NaN	49.3	145.3
347	4.572157594	127.033333333333	NH	10.3389939420352	4.6852454283541	NaN	36.9666666666667	50.5666666666667
347	4.144501066	91.6666666666667	NH	0.563370857245087	8.04135068440797	NaN	75.8333333333334	99.1666666666666
347	4.398241206	69.6333333333333	NH	2.5536991469761	8.27045802453244	NaN	75.3666666666667	94.1166666666667
347	3.142609215	75.0333333333333	NH	8.30697624228608	6.1331710192377	NaN	113.766666666667	130.566666666667
347	3.611934114	84.4333333333333	NH	15.2557684907237	3.22006341807116	NaN	88.3666666666667	93.9666666666666
347	2.933994151	8.4	NH	20.2618735411633	2.47032137838608	NaN	77.2	125.2
347	3.002753236	3.73333333333333	NH	22.6165300814018	2.21158260428718	NaN	95.4666666666667	132.266666666667
347	3.819864924	34.5	NH	14.1585150289646	3.6672814906816	NaN	118.3	140.7
347	3.286942067	0.8	NH	37.7446047955005	2.24825762356392	NaN	28	69.6
347	3.21451726	67.3666666666667	NH	8.19632054594341	5.15389773285876	NaN	67.0333333333334	99.8333333333334
354	2.842273919	80.8666666666667	NH	14.0332335863567	4.38397438361379	NaN	123.678787878788	148.224242424242
354	2.781834315	17.0666666666667	NH	26.4327967371338	3.13139184211299	NaN	66.1333333333334	78.1333333333333
354	1.733324597	81.2333333333333	NH	23.1398082509345	2.27509040473008	NaN	48.3666666666667	39.5666666666667
354	2.340103181	72.3	NH	30.6368157101809	2.734322023126	NaN	54.0636363636364	51.3363636363636
354	2.651139601	17.5	NH	31.2499137310099	4.90187244534794	34.2576317669804	90.1190476190476	75.8333333333333
354	2.716035787	17.0666666666667	NH	32.5719062262339	4.01086658406418	27.6533738892719	87.7333333333334	78.9333333333333
354	1.634220632	12.5	NH	28.5124533962477	2.32756645233068	NaN	50.7	39.5
354	2.524044	75.2333333333333	NH	36.9089630522201	4.9107319448037	NaN	38.3666666666667	27.9666666666667
355	5.40285878	88.3333333333333	NH	-12.723751757376	6.9037774690085	74.1610428008634	49.927536231884	120.36231884058
355	5.495854974	96.4666666666667	NH	-9.24849752378005	8.93609119652286	78.8584077246027	27.5333333333334	53.1333333333334
355	5.893779628	64.9333333333333	NH	-16.0026961241544	8.45750823677908	70.5000177208997	59.8666666666667	104.666666666667
355	7.07337742	28.0666666666667	NH	23.3000873129263	5.22996789275318	NaN	21.5333333333334	98.3333333333333
355	5.499387572	68.3	NH	-10.3789640452586	6.85360507521729	73.0485503895871	71.7000000000001	108.5
355	5.796470089	70.7	NH	-14.756078058367	9.09771681024584	70.4521283719074	65.3000000000001	82.9
355	6.631898869	55.1666666666667	NH	19.2761678983667	5.49530531877276	55.8650603165189	58.4333333333334	80.0333333333334
355	5.696465604	1.46666666666667	NH	14.3437771531678	6.46876699402219	NaN	24.1333333333333	56.9333333333333
355	6.740776098	67.0333333333333	NH	26.9066175338693	8.41684174969375	NaN	33.7666666666667	56.1666666666667
355	8.370108469	67.5666666666667	NH	32.1722657865769	3.72834094560692	NaN	22.6144927536232	35.4768115942029
355	6.311214819	30.2	NH	3.55276703822257	6.11232870798585	NaN	67.4	121.8
355	0.7769109151	62.2666666666667	NH	12.9496065192052	2.18851650725837	37.3959820910121	56.1333333333334	84.9333333333334
355	5.055757536	44.2	NH	-9.43488547907341	8.78789530939443	NaN	39.8	99.8
355	4.602549087	69.2666666666667	NH	-2.56650645141808	13.2900928634001	NaN	48.3333333333334	84.3333333333334
355	4.427974193	54.1666666666667	NH	32.9301089096999	9.68245122863327	NaN	15.0641025641026	33.525641025641
355	4.780949837	61.1	NH	7.71174992891427	10.300807283559	68.1863230167662	41.7758169934641	73.7366013071895
355	3.927048211	64.7	NH	0.701515592081154	8.7125243071781	NaN	56.1	100.1
355	4.257209676	18.5666666666667	NH	-7.87255761523078	11.227264214978	NaN	70.5242424242425	154.160606060606
355	4.427974193	32.5333333333333	NH	-4.40322442363342	7.42558576867262	NaN	63.0222222222223	143.022222222222
355	5.932526157	50.7666666666667	NH	8.88614204841107	5.71780548521759	53.3901421147058	40.4333333333334	65.2333333333333
355	4.602549087	42.5666666666667	NH	-10.7887286736403	5.79745846398737	NaN	108.633333333333	180.633333333333
355	4.257209676	9	NH	9.34966460699144	8.61961961439245	NaN	44.6	99
355	4.427974193	22.4333333333333	NH	-11.5143355347445	7.32721153507074	NaN	87.1666666666667	156.766666666667
355	3.459977433	56.2666666666667	NH	5.65520392160575	7.61670845868568	NaN	98.1333333333334	116.533333333333
355	3.2389934	86.6333333333333	NH	5.88945591048494	6.19338824818176	NaN	34.7	82.6999999999999
355	3.311730946	68.9	NH	6.44717869481942	9.97770449011124	NaN	70.3	98.3
355	2.198762385	79.8	NH	35.1705479152972	3.47719887533653	NaN	33	37.8
355	2.877605159	86.4	NH	31.3165502260802	2.44061940719428	20.6506776132922	54.4	40
355	3.084349458	47.8666666666667	NH	7.97274587892364	9.03036979211112	NaN	85.7333333333333	105.733333333333
355	3.299334586	6.36666666666667	NH	31.6464465419019	5.30232388009558	NaN	37.6333333333333	59.2333333333333
355	3.084349458	63.2	NH	19.5283014344792	6.54280261725619	NaN	69.6	76
355	3.299334586	86.6666666666667	NH	10.9797798752353	13.2421899124556	NaN	31.7948717948718	73.3333333333333
355	NaN	52.3333333333333	NH	NaN	NaN	NaN	15.6666666666667	25.2666666666667
355	7.414965493	41.7666666666667	NH	24.8424179170995	5.0399547407751	NaN	46.2333333333334	75.8333333333333
355	7.186239553	30.5	NH	48.5594326109369	4.00523763459309	NaN	4.70000000000001	16.7
355	1.052527707	81.9	NH	34.0500443104078	1.63067769614848	13.6217151487179	23.7	26.1
