UnitID	ChinID	CF_kHz	Threshold_dBSPL	Q10local	Q10global	TTR_dB	SpontRate	HearingStatus	StimSNR	RespCorr	RespCorrRaw	DR_SN	DR_N	DR_SNrelN
347_3_6	347	3.142609215	8.30697624228608	6.1331710192377	6.13317101923772	NaN	75.0333333333333	1	-10	0.0119460188315985	0.0119460188315985	115.8	104.8	11
347_3_6	347	3.142609215	8.30697624228608	6.1331710192377	6.13317101923772	NaN	75.0333333333333	1	-5	0.00102502701778012	0.00102502701778012	111.2	107.2	4
347_3_6	347	3.142609215	8.30697624228608	6.1331710192377	6.13317101923772	NaN	75.0333333333333	1	0	0.0154659008312182	0.0154659008312182	116.6	102.6	14
347_3_7	347	3.611934114	15.2557684907237	3.22006341807116	3.22006341807116	NaN	84.4333333333333	1	-5	0.00726997488246769	0.00726997488246769	107	101.8	5.20000000000002
347_3_7	347	3.611934114	15.2557684907237	3.22006341807116	3.22006341807116	NaN	84.4333333333333	1	0	0.001	-0.00250344995434965	90.8000000000001	95.8000000000001	1
347_4_3	347	3.002753236	22.6165300814018	2.21158260428718	2.21158260428718	NaN	3.73333333333333	1	-5	0.00153479865224253	0.00153479865224253	55.65	53.8	1.84999999999999
347_4_3	347	3.002753236	22.6165300814018	2.21158260428718	2.21158260428718	NaN	3.73333333333333	1	0	0.00517609805216265	0.00517609805216265	58.6000000000001	51.8	6.80000000000002
347_4_4	347	3.819864924	14.1585150289646	3.6672814906816	3.6672814906816	NaN	34.5	1	-10	0.00790575547759559	0.00790575547759559	97.0000000000001	92.2000000000001	4.80000000000001
347_4_4	347	3.819864924	14.1585150289646	3.6672814906816	3.6672814906816	NaN	34.5	1	-5	0.0066626386239818	0.0066626386239818	76.2000000000001	66.4000000000001	9.8
347_4_4	347	3.819864924	14.1585150289646	3.6672814906816	3.6672814906816	NaN	34.5	1	0	0.00980272811542937	0.00980272811542937	80.8000000000001	72.4	8.40000000000001
347_4_5	347	3.286942067	37.7446047955005	2.24825762356392	2.24825762356392	NaN	0.8	1	-10	0.00280816617813588	0.00280816617813588	37	27.8	9.20000000000001
347_4_5	347	3.286942067	37.7446047955005	2.24825762356392	2.24825762356392	NaN	0.8	1	-5	0.00365260479742293	0.00365260479742293	33.5714285714286	28.452380952381	5.11904761904761
347_4_5	347	3.286942067	37.7446047955005	2.24825762356392	2.24825762356392	NaN	0.8	1	0	0.00798808871520008	0.00798808871520008	42.4	26.8	15.6
347_4_7	347	3.21451726	8.19632054594341	5.15389773285876	5.15389773285877	NaN	67.3666666666667	1	-10	0.001	6.33532391086725e-05	71	69.4	1.59999999999999
347_4_7	347	3.21451726	8.19632054594341	5.15389773285876	5.15389773285877	NaN	67.3666666666667	1	0	0.001	-0.0104473952891741	86.5	97	1
355_1_1	355	5.40285878	-12.723751757376	6.9037774690085	6.90377746900851	74.1610428008634	88.3333333333333	1	0	0.0126568836422337	0.0126568836422337	114.466403162055	101.521739130435	12.9446640316205
355_1_2	355	5.495854974	-9.24849752378005	8.93609119652286	8.93609119652287	78.8584077246027	96.4666666666667	1	-10	0.00123391248778031	0.00123391248778031	101.6	100.4	1.2
355_1_3	355	5.893779628	-16.0026961241544	8.45750823677908	8.45750823677908	70.5000177208997	64.9333333333333	1	-10	0.00527050179044122	0.00527050179044122	80.0000000000001	74.375	5.62500000000003
355_1_3	355	5.893779628	-16.0026961241544	8.45750823677908	8.45750823677908	70.5000177208997	64.9333333333333	1	-5	0.00254117418636841	0.00254117418636841	78.6000000000001	73.2000000000001	5.39999999999999
355_2_1	355	7.07337742	23.3000873129263	5.22996789275318	5.22996789275318	NaN	28.0666666666667	1	-10	0.00984699362118374	0.00984699362118374	49.6	39.4	10.2
355_2_1	355	7.07337742	23.3000873129263	5.22996789275318	5.22996789275318	NaN	28.0666666666667	1	-5	0.0312159781118174	0.0312159781118174	61	31.4	29.6
355_2_1	355	7.07337742	23.3000873129263	5.22996789275318	5.22996789275318	NaN	28.0666666666667	1	0	0.045065041747478	0.045065041747478	73.0476190476191	28.6666666666667	44.3809523809524
355_2_3	355	5.499387572	-10.3789640452586	6.85360507521729	6.85360507521729	73.0485503895871	68.3	1	-5	0.001	-0.000578310722437803	97.4000000000001	99.0000000000001	1
355_2_3	355	5.499387572	-10.3789640452586	6.85360507521729	6.85360507521729	73.0485503895871	68.3	1	0	0.001	0.000770388568843622	84.7368421052632	82.8947368421053	1.84210526315788
355_2_4	355	5.796470089	-14.756078058367	9.09771681024584	9.09771681024587	70.4521283719074	70.7	1	-10	0.001	-0.00407088210321488	88.6000000000001	93.0000000000001	1
355_2_4	355	5.796470089	-14.756078058367	9.09771681024584	9.09771681024587	70.4521283719074	70.7	1	-5	0.00531918358963929	0.00531918358963929	94.6000000000001	87.2000000000001	7.40000000000001
355_2_5	355	6.631898869	19.2761678983667	5.49530531877276	5.49530531877276	55.8650603165189	55.1666666666667	1	-10	0.023708695669784	0.023708695669784	80	50	30
355_2_5	355	6.631898869	19.2761678983667	5.49530531877276	5.49530531877276	55.8650603165189	55.1666666666667	1	0	0.00254258922613875	0.00254258922613875	76.4000000000001	73.6000000000001	2.8
355_2_6	355	5.696465604	14.3437771531678	6.46876699402219	6.46876699402219	NaN	1.46666666666667	1	-10	0.001	0.000359280709755256	33.6	32	1.6
355_2_6	355	5.696465604	14.3437771531678	6.46876699402219	6.46876699402219	NaN	1.46666666666667	1	-5	0.00214418868879379	0.00214418868879379	33.2	30	3.2
355_2_6	355	5.696465604	14.3437771531678	6.46876699402219	6.46876699402219	NaN	1.46666666666667	1	0	0.00628827969869076	0.00628827969869076	42.8	29.8	13
355_2_8	355	6.740776098	26.9066175338693	8.41684174969375	8.41684174969375	NaN	67.0333333333333	1	-10	0.001	-0.000176669555099089	76.875	76.8000000000001	1
355_2_8	355	6.740776098	26.9066175338693	8.41684174969375	8.41684174969375	NaN	67.0333333333333	1	0	0.00444132131549961	0.00444132131549961	79.6000000000001	72.4000000000001	7.2
355_2_10	355	6.311214819	3.55276703822257	6.11232870798585	6.11232870798586	NaN	30.2	1	-5	0.0128777255558236	0.0128777255558236	65.6000000000001	51.2	14.4
355_2_10	355	6.311214819	3.55276703822257	6.11232870798585	6.11232870798586	NaN	30.2	1	0	0.0144904149262875	0.0144904149262875	76.0000000000001	58.2	17.8
355_3_2	355	5.055757536	-9.43488547907341	8.78789530939443	8.78789530939443	NaN	44.2	1	-10	0.00506726654141442	0.00506726654141442	57.2	54	3.20000000000001
355_3_4	355	4.602549087	-2.56650645141808	13.2900928634001	13.2900928634001	NaN	69.2666666666667	1	-5	0.00233828115974043	0.00233828115974043	82.6000000000001	79.0000000000001	3.59999999999999
355_3_4	355	4.602549087	-2.56650645141808	13.2900928634001	13.2900928634001	NaN	69.2666666666667	1	0	0.00447275184826372	0.00447275184826372	81.875	75.625	6.25
355_3_5	355	4.427974193	32.9301089096999	9.68245122863327	9.68245122863329	NaN	54.1666666666667	1	-10	0.00311400188131769	0.00311400188131769	59.3910256410257	54.2307692307692	5.16025641025642
355_3_6	355	4.780949837	7.71174992891427	10.300807283559	10.300807283559	68.1863230167662	61.1	1	-10	0.00168357480233566	0.00168357480233566	70.2941176470588	65.6372549019608	4.65686274509801
355_3_7	355	3.927048211	0.701515592081154	8.7125243071781	8.71252430717811	NaN	64.7	1	-5	0.00304104537337666	0.00304104537337666	87.0000000000001	80.3333333333334	6.66666666666667
355_3_7	355	3.927048211	0.701515592081154	8.7125243071781	8.71252430717811	NaN	64.7	1	0	0.00127474747280307	0.00127474747280307	87.0000000000001	84.6000000000001	2.39999999999999
355_3_8	355	4.257209676	-7.87255761523078	11.227264214978	11.227264214978	NaN	18.5666666666667	1	0	0.0185869458897479	0.0185869458897479	78.0000000000001	56.8181818181818	21.1818181818183
355_3_9	355	4.427974193	-4.40322442363342	7.42558576867262	7.42558576867262	NaN	32.5333333333333	1	0	0.0161054341892544	0.0161054341892544	78.0555555555556	57.2222222222223	20.8333333333333
355_4_1	355	5.932526157	8.88614204841107	5.71780548521759	5.71780548521758	53.3901421147058	50.7666666666667	1	-5	0.00707892557326516	0.00707892557326516	73.5294117647058	64.0522875816993	9.47712418300651
355_4_1	355	5.932526157	8.88614204841107	5.71780548521759	5.71780548521758	53.3901421147058	50.7666666666667	1	0	0.00755271476315149	0.00755271476315149	76.8000000000001	65.8000000000001	11
355_4_2	355	4.602549087	-10.7887286736403	5.79745846398737	5.79745846398737	NaN	42.5666666666667	1	-10	0.00683978568255572	0.00683978568255572	86.4000000000001	81.2000000000001	5.2
355_4_2	355	4.602549087	-10.7887286736403	5.79745846398737	5.79745846398737	NaN	42.5666666666667	1	-5	0.0147431572297783	0.0147431572297783	100.6	86.8000000000001	13.8
355_4_3	355	4.257209676	9.34966460699144	8.61961961439245	8.61961961439245	NaN	9	1	-5	0.00990994097850365	0.00990994097850365	52.1428571428571	39.7619047619048	12.3809523809524
355_4_3	355	4.257209676	9.34966460699144	8.61961961439245	8.61961961439245	NaN	9	1	0	0.011186988425068	0.011186988425068	52.8	35.8	17
355_4_4	355	4.427974193	-11.5143355347445	7.32721153507074	7.32721153507074	NaN	22.4333333333333	1	-10	0.00146438474387249	0.00146438474387249	66.2	63.8	2.4
355_4_5	355	3.459977433	5.65520392160575	7.61670845868568	7.61670845868568	NaN	56.2666666666667	1	-10	0.00487554047279859	0.00487554047279859	93.4000000000001	89.0000000000001	4.40000000000001
355_4_5	355	3.459977433	5.65520392160575	7.61670845868568	7.61670845868568	NaN	56.2666666666667	1	-5	0.00250585121929973	0.00250585121929973	86.0000000000001	81.0000000000001	5
355_4_5	355	3.459977433	5.65520392160575	7.61670845868568	7.61670845868568	NaN	56.2666666666667	1	0	0.00900482174522094	0.00900482174522094	102.2	90.2000000000001	12
355_4_6	355	3.2389934	5.88945591048494	6.19338824818176	6.19338824818176	NaN	86.6333333333333	1	-5	0.00199545912835475	0.00199545912835475	97.8571428571429	94.0000000000001	3.85714285714283
355_4_7	355	3.311730946	6.44717869481942	9.97770449011124	9.97770449011125	NaN	68.9	1	-10	0.001	-0.00622090157526213	90.6985294117647	99.9999999999999	1
355_4_7	355	3.311730946	6.44717869481942	9.97770449011124	9.97770449011125	NaN	68.9	1	-5	0.001	0.000731488884552559	105	105.4	1
355_4_12	355	3.084349458	7.97274587892364	9.03036979211112	9.03036979211111	NaN	47.8666666666667	1	-5	0.001	9.26963547549162e-05	84	81.5	2.5
355_4_12	355	3.084349458	7.97274587892364	9.03036979211112	9.03036979211111	NaN	47.8666666666667	1	0	0.00332027059238903	0.00332027059238903	90.2000000000001	82.0000000000001	8.20000000000002
355_4_13	355	3.299334586	31.6464465419019	5.30232388009558	5.30232388009558	NaN	6.36666666666667	1	-10	0.001	0.000210440207388876	46	47.6	1
355_4_13	355	3.299334586	31.6464465419019	5.30232388009558	5.30232388009558	NaN	6.36666666666667	1	-5	0.001	-0.000537477107355312	45.4	42.8	2.59999999999999
355_4_14	355	3.084349458	19.5283014344792	6.54280261725619	6.54280261725618	NaN	63.2	1	-5	0.001	0.00013025710169097	82.2619047619048	80	2.26190476190476
355_4_14	355	3.084349458	19.5283014344792	6.54280261725619	6.54280261725618	NaN	63.2	1	0	0.001	0.000435844047730199	89.8000000000001	88.6000000000001	1.2
355_4_15	355	3.299334586	10.9797798752353	13.2421899124556	13.2421899124557	NaN	86.6666666666667	1	-5	0.001	-0.00346718859368367	99.2307692307693	101.153846153846	1
355_5_2	355	7.414965493	24.8424179170995	5.0399547407751	5.03995474077509	NaN	41.7666666666667	1	0	0.0105545833061763	0.0105545833061763	77.4000000000001	68.6000000000001	8.80000000000001
355_5_3	355	7.186239553	48.5594326109369	4.00523763459309	4.0052376345931	NaN	30.5	1	-10	0.00345158479712344	0.00345158479712344	37	26.8	10.2
355_6_1	355	5.402310572	48.8348544372492	11.1132168180399	11.1132168180398	NaN	52.4666666666667	1	-10	0.001	-0.000486852829647142	54.2	56	1
355_6_1	355	5.402310572	48.8348544372492	11.1132168180399	11.1132168180398	NaN	52.4666666666667	1	-5	0.001	0.000981500533910381	55.2	53.8	1.40000000000001
355_6_1	355	5.402310572	48.8348544372492	11.1132168180399	11.1132168180398	NaN	52.4666666666667	1	0	0.001	0.000914765911340321	55.6000000000001	53.2	2.40000000000002
355_6_2	355	6.206297353	21.9698841763396	6.60453888864704	6.60453888864704	NaN	45.3333333333333	1	-10	0.001	-0.00246900796060477	52.7272727272727	54.1666666666667	1
358_1_2	358	3.254048792	41.2643296582036	3.41695589278021	3.41695589278021	12.2803069111802	22.7333333333333	0	0	0.0035887946552082	0.0035887946552082	91.25	83.75	7.5
358_2_2	358	4.709846964	8.29717533279358	4.75291179141855	4.75291179141855	48.4779179579829	72.6666666666667	0	-10	0.00343041490940553	0.00343041490940553	102.173913043478	96.7391304347827	5.43478260869566
358_2_3	358	7.478924993	34.8174248805296	3.05830704935951	3.05830704935951	25.5718205723156	61.2	0	-5	0.001	0.000859509326976121	80.0000000000001	79.2000000000001	1
358_2_3	358	7.478924993	34.8174248805296	3.05830704935951	3.05830704935951	25.5718205723156	61.2	0	0	0.0101311544849742	0.0101311544849742	97.2000000000001	89.5833333333333	7.61666666666675
358_3_1	358	3.604231056	58.2560419981613	2.87900936740108	0.992806700754379	7.42965699805195	58.8	0	-10	0.00329326618363772	0.00329326618363772	98.8000000000001	94.0000000000001	4.80000000000001
358_3_1	358	3.604231056	58.2560419981613	2.87900936740108	0.992806700754379	7.42965699805195	58.8	0	-5	0.0056323336670801	0.0056323336670801	101.6	96.8000000000001	4.80000000000003
358_3_1	358	3.604231056	58.2560419981613	2.87900936740108	0.992806700754379	7.42965699805195	58.8	0	0	0.0144077810822602	0.0144077810822602	102.8	88.8000000000001	14
358_3_3	358	5.631497897	32.3472464732801	11.3708266139819	11.3708266139819	43.8425857008847	79.8	0	-10	0.00230114613051839	0.00230114613051839	86.5384615384616	83.9285714285715	2.6098901098901
358_3_4	358	4.691270275	44.9601017211033	3.10584586289982	3.10584586289982	14.1546190712162	3.43333333333333	0	-10	0.001	-0.000666135690225379	60	63.6	1
358_3_4	358	4.691270275	44.9601017211033	3.10584586289982	3.10584586289982	14.1546190712162	3.43333333333333	0	-5	0.001	-0.00103911432400242	58.4	60.6	1
358_3_4	358	4.691270275	44.9601017211033	3.10584586289982	3.10584586289982	14.1546190712162	3.43333333333333	0	0	0.001	-0.00175004719393699	47.2	56.6	1
360_2_1	360	4.025167071	39.2673677667927	2.89561599572838	2.89561599572838	18.9085624091554	57.7333333333333	0	-10	0.001	-0.00167687312767661	149.4	150.4	1
360_2_2	360	3.767618626	40.9122336583402	3.53678981685109	3.53678981685109	16.9283929890805	59.7	0	-10	0.00396618366730972	0.00396618366730972	121.458333333333	117.758333333333	3.69999999999995
360_2_2	360	3.767618626	40.9122336583402	3.53678981685109	3.53678981685109	16.9283929890805	59.7	0	-5	0.00205235637127707	0.00205235637127707	127.2	127	1
360_2_2	360	3.767618626	40.9122336583402	3.53678981685109	3.53678981685109	16.9283929890805	59.7	0	0	0.00765349267179102	0.00765349267179102	124	116.2	7.8
361_1_1	361	6.911842149	61.6088061896245	2.34483441777873	0.971406583053112	7.2312543081439	104.733333333333	0	-10	0.001	0.000156350139216124	123.4	128.6	1
361_1_1	361	6.911842149	61.6088061896245	2.34483441777873	0.971406583053112	7.2312543081439	104.733333333333	0	-5	0.0134943966278316	0.0134943966278316	141.4	136.8	4.59999999999999
361_1_1	361	6.911842149	61.6088061896245	2.34483441777873	0.971406583053112	7.2312543081439	104.733333333333	0	0	0.0280066399154487	0.0280066399154487	137	118.4	18.6000000000001
361_1_2	361	6.369666559	74.5374595922466	2.0339276577002	2.0339276577002	21.2871442282755	1.06666666666667	0	-10	0.001	-0.00153757130142172	114.2	120.8	1
361_1_2	361	6.369666559	74.5374595922466	2.0339276577002	2.0339276577002	21.2871442282755	1.06666666666667	0	0	0.00173530634021434	0.00173530634021434	56.0294117647059	51.1601307189542	4.86928104575163
361_1_3	361	3.943846685	44.6376945595934	4.49933440718439	4.49933440718439	15.6958383130721	97	0	-5	0.0105761939907545	0.0105761939907545	151.2	144.8	6.40000000000001
361_1_5	361	3.326978166	50.089561813159	3.25587409854266	0.973466831535465	3.78021105431686	50.8333333333333	0	-5	0.0032093384648271	0.0032093384648271	121.454545454545	118.636363636364	2.81818181818184
361_1_5	361	3.326978166	50.089561813159	3.25587409854266	0.973466831535465	3.78021105431686	50.8333333333333	0	0	0.00827926845630164	0.00827926845630164	136.6	128.4	8.20000000000002
361_1_6	361	3.846864221	54.040702811679	2.94118679537992	2.94118679537992	13.5120007946884	62.4666666666667	0	-5	0.00977828115542892	0.00977828115542892	130	122.631578947368	7.36842105263155
361_1_7	361	3.09627822	62.384806961368	1.90049185616099	0.953635028666079	-4.32795268002138	28.2666666666667	0	-10	0.001	-0.00083607027527241	102.8	107	1
361_1_7	361	3.09627822	62.384806961368	1.90049185616099	0.953635028666079	-4.32795268002138	28.2666666666667	0	-5	0.001	0.000997060964436941	86.8000000000001	83.4	3.40000000000002
361_1_7	361	3.09627822	62.384806961368	1.90049185616099	0.953635028666079	-4.32795268002138	28.2666666666667	0	0	0.001	-0.000992388550167665	84.2000000000001	89.2000000000001	1
361_1_8	361	3.535490887	60.4620743428452	2.51392199335057	1.11076030732289	9.92568397081404	70.6333333333333	0	0	0.001	0.000351141758009599	103.181818181818	100.909090909091	2.27272727272731
361_1_9	361	3.489988026	58.2757748566377	2.35684858717492	1.03206508927266	-1.13193265860161	61.9333333333333	0	-5	0.0181017823117317	0.0181017823117317	112	101.666666666667	10.3333333333334
361_1_10	361	3.054101812	78.7667622214617	1.54637479595558	1.00409204338052	0.137427922975419	1.73333333333333	0	-10	0.001	-0.000162893852325767	55.2777777777778	57.5584795321637	1
361_1_10	361	3.054101812	78.7667622214617	1.54637479595558	1.00409204338052	0.137427922975419	1.73333333333333	0	-5	0.001	-0.00012584276524363	42.2	42	1
361_1_10	361	3.054101812	78.7667622214617	1.54637479595558	1.00409204338052	0.137427922975419	1.73333333333333	0	0	0.001	-0.000223898588276534	32.6	33	1
361_1_11	361	3.195713706	58.7646703336535	2.21440195643109	0.935613199296593	2.37782408072594	37.0666666666667	0	0	0.001	-0.0089473936729994	103.571428571429	110.089285714286	1
361_1_14	361	3.21451726	66.2808300079148	2.53454161994191	0.965075714866145	5.911696143556	6.93333333333333	0	-5	0.001	-0.00418297141885104	108.571428571429	112.333333333333	1
361_1_14	361	3.21451726	66.2808300079148	2.53454161994191	0.965075714866145	5.911696143556	6.93333333333333	0	0	0.00592667783658349	0.00592667783658349	94.8000000000001	86.8000000000001	8.00000000000001
361_1_15	361	4.661052919	61.2403132308725	2.71901865910615	2.71901865910615	24.0126054810713	82.1333333333333	0	-10	0.001	-0.00491411874127862	112.403846153846	117.692307692308	1
361_1_16	361	3.585886603	77.0689600367381	3.22718949224623	3.22718949224623	24.5786220200387	1.1	0	-5	0.00864167379162776	0.00864167379162776	52.5	32.7083333333333	19.7916666666667
361_1_16	361	3.585886603	77.0689600367381	3.22718949224623	3.22718949224623	24.5786220200387	1.1	0	0	0.0066229790918102	0.0066229790918102	40.4166666666667	17.5	22.9166666666667
361_1_18	361	3.002753236	75.7537570710913	2.02116572468944	0.980425913888433	2.95088904944362	4.23333333333333	0	-10	0.001	-0.000739089267161139	113.858333333333	115.8	1
361_1_18	361	3.002753236	75.7537570710913	2.02116572468944	0.980425913888433	2.95088904944362	4.23333333333333	0	-5	0.00322365933614024	0.00322365933614024	93.2000000000001	89.2000000000001	4
361_1_18	361	3.002753236	75.7537570710913	2.02116572468944	0.980425913888433	2.95088904944362	4.23333333333333	0	0	0.00844668185549152	0.00844668185549152	85.0000000000001	68.8000000000001	16.2
361_1_19	361	3.740937317	56.2821425623774	3.78258036932364	3.78258036932365	32.9104951829136	20.8	0	-5	0.039481629147501	0.039481629147501	147.8	126.4	21.4
361_1_20	361	3.360289139	73.9682836038744	2.33465668523857	2.33465668523857	15.4175995345988	6.3	0	-10	0.001	-0.00246225175405254	78.2000000000001	86.8000000000001	1
361_1_20	361	3.360289139	73.9682836038744	2.33465668523857	2.33465668523857	15.4175995345988	6.3	0	-5	0.0012019698150684	0.0012019698150684	51.25	48.9311594202899	2.31884057971012
361_1_20	361	3.360289139	73.9682836038744	2.33465668523857	2.33465668523857	15.4175995345988	6.3	0	0	0.001	0.000680929082475936	58.8	56.6000000000001	2.19999999999999
361_1_21	361	3.072425193	60.1824654276997	2.68247220147767	0.949807739934607	6.49424278427591	20.3	0	-5	0.00177147641863895	0.00177147641863895	122.8	124	1
361_1_21	361	3.072425193	60.1824654276997	2.68247220147767	0.949807739934607	6.49424278427591	20.3	0	0	0.00199043901433653	0.00199043901433653	112.142857142857	112.857142857143	1
361_2_1	361	5.306748616	49.1661247555308	4.1793090288954	4.1793090288954	32.8019179546094	49.4666666666667	0	-10	0.00232180316622879	0.00232180316622879	108.8	106.491666666667	2.30833333333337
361_2_1	361	5.306748616	49.1661247555308	4.1793090288954	4.1793090288954	32.8019179546094	49.4666666666667	0	-5	0.0214777383040675	0.0214777383040675	103.272727272727	83.1818181818182	20.0909090909091
361_2_1	361	5.306748616	49.1661247555308	4.1793090288954	4.1793090288954	32.8019179546094	49.4666666666667	0	0	0.0563677744297656	0.0563677744297656	135.6	95.4000000000001	40.2000000000001
361_2_2	361	5.211609044	65.315440883052	4.33045565123257	4.33045565123257	23.6677351861289	76.0666666666667	0	-5	0.00852143004743289	0.00852143004743289	97.3076923076923	93.2142857142858	4.09340659340658
361_2_3	361	5.597997935	82.9059673713898	2.42654294312658	0.985071064387453	-5.28364691155031	9.8	0	-10	0.001	-0.000699304649517713	73.2000000000001	76.4000000000001	1
361_2_3	361	5.597997935	82.9059673713898	2.42654294312658	0.985071064387453	-5.28364691155031	9.8	0	-5	0.001	-0.00158770198885928	49.4	50	1
361_2_3	361	5.597997935	82.9059673713898	2.42654294312658	0.985071064387453	-5.28364691155031	9.8	0	0	0.001	-0.000361311749523998	48.6	54	1
361_2_4	361	5.40285878	66.5967198255488	4.75605794618944	1.05208165342416	6.3831439504573	79.1333333333333	0	-5	0.00591809605755919	0.00591809605755919	106	102.8	3.2
362_1_2	362	5.302743749	32.6203945117002	9.1642638268297	9.16426382682967	26.2743723433748	36.8333333333333	0	0	0.00127411359203786	0.00127411359203786	118.846153846154	114.166666666667	4.67948717948715
362_1_3	362	6.098620429	22.7746115406906	11.6066167438457	5.64653646954246	33.7670687297029	76.3666666666667	0	-5	0.0109946507589554	0.0109946507589554	138.8	130.6	8.20000000000002
362_1_3	362	6.098620429	22.7746115406906	11.6066167438457	5.64653646954246	33.7670687297029	76.3666666666667	0	0	0.0064027164075082	0.0064027164075082	131.818181818182	126.521739130435	5.2964426877471
362_1_4	362	5.398813219	20.2855317226275	10.3898437240063	10.3898437240063	40.3562649458135	23.8	0	-10	0.001	-0.00632194934536437	156.8	166.4	1
362_1_4	362	5.398813219	20.2855317226275	10.3898437240063	10.3898437240063	40.3562649458135	23.8	0	-5	0.001	-0.000243532026915544	138.6	141.4	1
362_1_4	362	5.398813219	20.2855317226275	10.3898437240063	10.3898437240063	40.3562649458135	23.8	0	0	0.00581461380746437	0.00581461380746437	141.783333333333	140.75	1.03333333333333
362_2_1	362	6.911842149	60.6129546633215	1.04383527126388	1.04383527126388	2.38783333390583	26.4666666666667	0	0	0.0670599552543993	0.0670599552543993	147.083333333333	102.008333333333	45.075
362_2_2	362	3.863467221	27.200263292552	9.66752426170825	4.27837846387316	26.1732946982702	45.8	0	-5	0.00356311497548911	0.00356311497548911	131	122.5	8.50000000000003
362_3_2	362	7.24909071	81.1684642716533	2.64041714641066	0.868382297707909	-0.0726081430575363	64.7	0	-10	0.0075054679234003	0.0075054679234003	140	131.6	8.40000000000003
362_3_3	362	3.943846685	73.8173436365651	2.11164000382224	0.901848360231726	-8.42592805699225	9.16666666666667	0	-10	0.001	0.000515907004896385	145.6	145.6	1
362_3_3	362	3.943846685	73.8173436365651	2.11164000382224	0.901848360231726	-8.42592805699225	9.16666666666667	0	-5	0.0105474090908641	0.0105474090908641	106.8	91.6000000000001	15.2
362_3_3	362	3.943846685	73.8173436365651	2.11164000382224	0.901848360231726	-8.42592805699225	9.16666666666667	0	0	0.0200062258528618	0.0200062258528618	148.4	136	12.4
367_3_2	367	4.309632294	29.2423344913109	1.46389732453997	1.46389732453997	15.1387995108315	31.3	0	0	0.00257847848728951	0.00257847848728951	110.263157894737	106.144736842105	4.11842105263159
367_3_3	367	6.520125558	43.1207719622025	4.74145333250751	4.74145333250751	25.7296906120285	42.0333333333333	0	-10	0.00237314884526119	0.00237314884526119	96.5625	94.6875	1.87500000000001
367_3_3	367	6.520125558	43.1207719622025	4.74145333250751	4.74145333250751	25.7296906120285	42.0333333333333	0	-5	0.0116218587173584	0.0116218587173584	94.8000000000001	84.8000000000001	10
367_3_6	367	3.211503473	56.7338232034081	6.89323899353161	2.29502765259064	20.2488065949378	87.1333333333333	0	-10	0.00181439691335328	0.00181439691335328	117.6	114.6	2.99999999999999
367_3_6	367	3.211503473	56.7338232034081	6.89323899353161	2.29502765259064	20.2488065949378	87.1333333333333	0	-5	0.00454531318182988	0.00454531318182988	101.6	97.8000000000001	3.80000000000001
367_3_6	367	3.211503473	56.7338232034081	6.89323899353161	2.29502765259064	20.2488065949378	87.1333333333333	0	0	0.00138825298596483	0.00138825298596483	99.6000000000001	98.4000000000001	1.19999999999999
370_2_1	370	4.620926565	51.2081372406324	3.55405540120292	3.55405540120292	13.4287753620027	1.16666666666667	0	-10	0.001	7.19784246621183e-05	45.4	42.2	3.2
370_2_1	370	4.620926565	51.2081372406324	3.55405540120292	3.55405540120292	13.4287753620027	1.16666666666667	0	-5	0.001	0.000511318984009002	42.8	42.6	1
370_2_1	370	4.620926565	51.2081372406324	3.55405540120292	3.55405540120292	13.4287753620027	1.16666666666667	0	0	0.001	0.000372739072291654	26.2	23.8	2.4
370_4_8	370	3.326978166	62.1349615136733	2.82398467024476	1.0335748671645	12.0556643755333	33.0666666666667	0	-10	0.001	0.000234200878394774	78.1833333333334	76.25	1.93333333333337
370_4_8	370	3.326978166	62.1349615136733	2.82398467024476	1.0335748671645	12.0556643755333	33.0666666666667	0	-5	0.00279233775836366	0.00279233775836366	52	44.8	7.2
370_4_8	370	3.326978166	62.1349615136733	2.82398467024476	1.0335748671645	12.0556643755333	33.0666666666667	0	0	0.0041460845769106	0.0041460845769106	64.2	54.6	9.60000000000001
373_1_2	373	6.453892159	18.9903434630151	3.71834742638242	NaN	42.6718005666239	91.4666666666667	1	-10	0.00100592760456307	0.00100592760456307	98.2000000000001	95.6000000000001	2.60000000000004
373_1_2	373	6.453892159	18.9903434630151	3.71834742638242	NaN	42.6718005666239	91.4666666666667	1	-5	0.00429658552163385	0.00429658552163385	107	105.4	1.59999999999999
373_1_2	373	6.453892159	18.9903434630151	3.71834742638242	NaN	42.6718005666239	91.4666666666667	1	0	0.001	0.000243861857229341	104.8	106.2	1
373_1_3	373	7.530832298	14.5659940375252	3.61570990585318	3.61570990585318	47.3505926782353	68.1666666666667	1	-5	0.0062244420183558	0.0062244420183558	101.4	96.8000000000001	4.60000000000004
373_1_3	373	7.530832298	14.5659940375252	3.61570990585318	3.61570990585318	47.3505926782353	68.1666666666667	1	0	0.00171000734028705	0.00171000734028705	106	107.2	1
373_1_4	373	4.931475215	29.0812958684993	4.87753256317148	4.87753256317148	NaN	0.3	1	-10	0.001	0.000746914001590507	11.8	10.2	1.6
373_1_6	373	6.102365795	28.1021378025628	4.1486408068101	4.1486408068101	NaN	0.166666666666667	1	0	0.031726900484588	0.031726900484588	51.6	15.6	36
